,number,value,datetime_start,datetime_complete,duration,params_batcher,params_hidden_dim,params_k,params_learning_rate,state
0,0,0.6197993166565362,2023-12-08 16:13:05.774042,2023-12-08 16:14:16.352318,0 days 00:01:10.578276,True,48,2,0.001404760921273804,COMPLETE
1,1,0.5448271922035102,2023-12-08 16:14:16.354317,2023-12-08 16:15:25.167210,0 days 00:01:08.812893,False,48,3,0.005479435647565049,COMPLETE
2,2,0.8597172263184693,2023-12-08 16:15:25.169219,2023-12-08 16:16:39.430427,0 days 00:01:14.261208,True,208,2,0.0005585792205323666,COMPLETE
3,3,0.7148301882001483,2023-12-08 16:16:39.432426,2023-12-08 16:17:53.716282,0 days 00:01:14.283856,False,240,2,0.001160436782958456,COMPLETE
4,4,0.8753248679082833,2023-12-08 16:17:53.718281,2023-12-08 16:19:07.696402,0 days 00:01:13.978121,True,144,5,0.001576383668485602,COMPLETE
5,5,0.9099226974118475,2023-12-08 16:19:07.697402,2023-12-08 16:20:26.513709,0 days 00:01:18.816307,True,512,2,0.0006959944501705176,COMPLETE
6,6,0.7802085227353678,2023-12-08 16:20:26.514709,2023-12-08 16:21:44.923145,0 days 00:01:18.408436,True,464,3,8.187444945756457e-05,COMPLETE
7,7,0.7566673849318997,2023-12-08 16:21:44.925146,2023-12-08 16:23:01.388662,0 days 00:01:16.463516,False,384,4,4.098647964471119e-05,COMPLETE
8,8,0.7909518047061879,2023-12-08 16:23:01.389659,2023-12-08 16:24:17.673083,0 days 00:01:16.283424,False,384,3,6.811611750361353e-05,COMPLETE
9,9,0.9595741818019136,2023-12-08 16:24:17.675080,2023-12-08 16:25:35.402398,0 days 00:01:17.727318,True,448,3,0.0006608060991418367,COMPLETE
10,10,-75.17515193942273,2023-12-08 16:25:35.403906,2023-12-08 16:26:50.840880,0 days 00:01:15.436974,True,352,1,1.0078691000011817e-05,COMPLETE
11,11,0.843758820577656,2023-12-08 16:26:50.842879,2023-12-08 16:28:13.405097,0 days 00:01:22.562218,True,512,1,0.00024118992602137769,COMPLETE
12,12,0.8913412815182487,2023-12-08 16:28:13.406097,2023-12-08 16:29:47.709687,0 days 00:01:34.303590,True,512,4,0.00035409989612100246,COMPLETE
13,13,-1.8920572730565095,2023-12-08 16:29:47.710687,2023-12-08 16:31:18.126539,0 days 00:01:30.415852,True,432,4,0.008434656765601439,COMPLETE
14,14,0.935461201545491,2023-12-08 16:31:18.127535,2023-12-08 16:32:36.037529,0 days 00:01:17.909994,True,352,2,0.0029699696103963587,COMPLETE
15,15,0.8742560947853569,2023-12-08 16:32:36.039529,2023-12-08 16:33:53.444612,0 days 00:01:17.405083,True,288,1,0.003291209794169712,COMPLETE
16,16,0.9536893649445934,2023-12-08 16:33:53.446611,2023-12-08 16:35:11.655403,0 days 00:01:18.208792,True,336,5,0.002964204811271206,COMPLETE
17,17,0.9489909342861061,2023-12-08 16:35:11.657403,2023-12-08 16:36:28.891256,0 days 00:01:17.233853,True,304,5,0.0022879673016592,COMPLETE
18,18,0.7669588289206812,2023-12-08 16:36:28.892266,2023-12-08 16:37:58.018844,0 days 00:01:29.126578,False,176,5,0.0073638230929460756,COMPLETE
19,19,0.6731390510451192,2023-12-08 16:37:58.022833,2023-12-08 16:39:19.818229,0 days 00:01:21.795396,True,432,4,0.0038000602737641746,COMPLETE
20,20,0.9511847335512782,2023-12-08 16:39:19.819228,2023-12-08 16:40:37.983085,0 days 00:01:18.163857,True,336,4,0.0008537376641696946,COMPLETE
21,21,0.9271358154892415,2023-12-08 16:40:37.984084,2023-12-08 16:41:55.949445,0 days 00:01:17.965361,True,320,4,0.0009282020029547123,COMPLETE
22,22,-1.2548826773943234,2023-12-08 16:41:55.951444,2023-12-08 16:43:17.236443,0 days 00:01:21.284999,True,448,5,0.002207375464703925,COMPLETE
23,23,0.8919899439766409,2023-12-08 16:43:17.237443,2023-12-08 16:44:34.643323,0 days 00:01:17.405880,True,384,4,0.000481378059326854,COMPLETE
24,24,0.8814815197241158,2023-12-08 16:44:34.645324,2023-12-08 16:45:51.673653,0 days 00:01:17.028329,True,240,3,0.0009198571414129911,COMPLETE
25,25,0.8653990172174797,2023-12-08 16:45:51.675658,2023-12-08 16:47:09.072244,0 days 00:01:17.396586,True,336,5,0.001621634539006375,COMPLETE
26,26,0.7461056502929739,2023-12-08 16:47:09.074241,2023-12-08 16:48:25.949022,0 days 00:01:16.874781,False,272,3,0.00030001973152163016,COMPLETE
27,27,-0.1880158619363575,2023-12-08 16:48:25.950021,2023-12-08 16:49:45.030983,0 days 00:01:19.080962,True,400,4,0.004784817877786826,COMPLETE
28,28,0.9115398214099691,2023-12-08 16:49:45.031980,2023-12-08 16:50:59.651260,0 days 00:01:14.619280,True,128,5,0.009884794555867635,COMPLETE
29,29,0.9145336426785514,2023-12-08 16:50:59.652260,2023-12-08 16:52:20.394684,0 days 00:01:20.742424,True,480,3,0.0013315650424076367,COMPLETE
30,30,0.7177944922461311,2023-12-08 16:52:20.396685,2023-12-08 16:53:39.609036,0 days 00:01:19.212351,True,416,4,0.0021422271386079806,COMPLETE
31,31,0.8217055838615359,2023-12-08 16:53:39.611034,2023-12-08 16:54:57.186846,0 days 00:01:17.575812,True,304,5,0.0023358646462090338,COMPLETE
32,32,0.8740721882379056,2023-12-08 16:54:57.187848,2023-12-08 16:56:15.464211,0 days 00:01:18.276363,True,352,5,0.005247350684433048,COMPLETE
33,33,0.8915329007533608,2023-12-08 16:56:15.465481,2023-12-08 16:57:41.271867,0 days 00:01:25.806386,True,256,5,0.0007746403570398422,COMPLETE
34,34,0.5826348881724319,2023-12-08 16:57:41.273867,2023-12-08 16:59:00.461550,0 days 00:01:19.187683,False,16,5,0.0012731480166286637,COMPLETE
35,35,0.9444054621775146,2023-12-08 16:59:00.463561,2023-12-08 17:00:29.221746,0 days 00:01:28.758185,True,208,4,0.0035407297118379534,COMPLETE
36,36,0.8891396348822858,2023-12-08 17:00:29.223248,2023-12-08 17:01:59.654692,0 days 00:01:30.431444,True,304,3,0.0017754257974663,COMPLETE
37,37,0.8971335152877986,2023-12-08 17:01:59.655691,2023-12-08 17:03:14.964357,0 days 00:01:15.308666,True,208,5,0.00059926347430882,COMPLETE
38,38,0.8433353800672057,2023-12-08 17:03:14.965355,2023-12-08 17:04:31.237246,0 days 00:01:16.271891,False,320,2,0.0011229825392547225,COMPLETE
39,39,0.321648744026296,2023-12-08 17:04:31.238247,2023-12-08 17:05:48.418185,0 days 00:01:17.179938,True,368,3,0.0024312291299700313,COMPLETE
40,40,0.908053357743327,2023-12-08 17:05:48.419183,2023-12-08 17:06:59.195550,0 days 00:01:10.776367,True,96,4,0.0015929697914174353,COMPLETE
41,41,0.7683267938752183,2023-12-08 17:06:59.197549,2023-12-08 17:08:16.423676,0 days 00:01:17.226127,True,224,4,0.004279266517282998,COMPLETE
42,42,0.9624972744175471,2023-12-08 17:08:16.425677,2023-12-08 17:09:34.385643,0 days 00:01:17.959966,True,176,3,0.005816868281625584,COMPLETE
43,43,0.9512198118791467,2023-12-08 17:09:34.386642,2023-12-08 17:10:52.522569,0 days 00:01:18.135927,True,176,3,0.004870918726536509,COMPLETE
44,44,0.8825580607239463,2023-12-08 17:10:52.523569,2023-12-08 17:12:10.540205,0 days 00:01:18.016636,True,160,3,0.006031629953441339,COMPLETE
45,45,0.9409339959286296,2023-12-08 17:12:10.541205,2023-12-08 17:13:22.714890,0 days 00:01:12.173685,True,96,2,0.006806148657401179,COMPLETE
46,46,0.7704456433617348,2023-12-08 17:13:22.716888,2023-12-08 17:14:40.649045,0 days 00:01:17.932157,False,176,3,0.005317709823666971,COMPLETE
47,47,0.819100794227219,2023-12-08 17:14:40.651045,2023-12-08 17:15:54.184120,0 days 00:01:13.533075,True,112,3,0.003089734630485245,COMPLETE
48,48,0.8576877176100423,2023-12-08 17:15:54.186121,2023-12-08 17:17:07.293298,0 days 00:01:13.107177,True,64,3,0.008300944872029354,COMPLETE
49,49,-0.10974524102122243,2023-12-08 17:17:07.295298,2023-12-08 17:18:24.711494,0 days 00:01:17.416196,True,480,2,0.004168511188051971,COMPLETE
