,number,value,datetime_start,datetime_complete,duration,params_batcher,params_learning_rate,params_n_dim_0,params_n_dim_1,params_n_dim_2,params_n_dim_3,params_n_layers,state
60,60,-1.7753997602715479,2023-12-07 01:59:11.269715,2023-12-07 02:00:23.292117,0 days 00:01:12.022402,False,0.002465302135710582,31.0,230.0,173.0,217.0,5,COMPLETE
61,61,0.6124710083835387,2023-12-07 02:00:23.294115,2023-12-07 02:01:35.788539,0 days 00:01:12.494424,False,0.004819216704076801,115.0,264.0,106.0,343.0,5,COMPLETE
62,62,-66.31555294759757,2023-12-07 02:01:35.790538,2023-12-07 02:02:49.379243,0 days 00:01:13.588705,False,0.006397937873467519,240.0,184.0,136.0,286.0,5,COMPLETE
63,63,0.7353975098702243,2023-12-07 02:02:49.380206,2023-12-07 02:04:02.587292,0 days 00:01:13.207086,False,0.003694638986169708,153.0,295.0,99.0,404.0,5,COMPLETE
64,64,0.7388373477745602,2023-12-07 02:04:02.588291,2023-12-07 02:05:16.295322,0 days 00:01:13.707031,False,0.00776128214469786,150.0,282.0,151.0,410.0,5,COMPLETE
65,65,0.4249050806208861,2023-12-07 02:05:16.296321,2023-12-07 02:06:29.874504,0 days 00:01:13.578183,False,0.005165137000730313,152.0,298.0,155.0,400.0,5,COMPLETE
66,66,0.7514097168104612,2023-12-07 02:06:29.876505,2023-12-07 02:07:43.293727,0 days 00:01:13.417222,True,0.008123318910598434,125.0,288.0,221.0,415.0,5,COMPLETE
67,67,-70.96650950435851,2023-12-07 02:07:43.294724,2023-12-07 02:08:56.502156,0 days 00:01:13.207432,True,0.00829650034006095,93.0,323.0,217.0,,4,COMPLETE
68,68,0.557646117026567,2023-12-07 02:08:56.504152,2023-12-07 02:10:09.710082,0 days 00:01:13.205930,True,0.007526256812873951,133.0,208.0,240.0,180.0,5,COMPLETE
69,69,0.394165414676359,2023-12-07 02:10:09.712126,2023-12-07 02:11:23.291285,0 days 00:01:13.579159,True,0.005927766741435995,78.0,278.0,334.0,472.0,5,COMPLETE
