,number,value,datetime_start,datetime_complete,duration,params_batcher,params_learning_rate,params_n_dim_0,params_n_dim_1,params_n_dim_2,params_n_dim_3,params_n_layers,state
0,0,-0.0035271925056610254,2023-12-06 23:22:13.495575,2023-12-06 23:23:30.033833,0 days 00:01:16.538258,False,0.00028841668724084615,198.0,181.0,178.0,97.0,5,COMPLETE
1,1,-12087.687175747189,2023-12-06 23:23:30.035832,2023-12-06 23:24:41.832565,0 days 00:01:11.796733,True,3.8481436319722804e-05,115.0,,,,2,COMPLETE
2,2,-76.8761579628339,2023-12-06 23:24:41.834051,2023-12-06 23:25:53.712391,0 days 00:01:11.878340,False,0.00016502044378920638,486.0,88.0,,,3,COMPLETE
3,3,-71.83994431187581,2023-12-06 23:25:53.714389,2023-12-06 23:27:03.266222,0 days 00:01:09.551833,True,0.0005754551226328494,136.0,399.0,,,3,COMPLETE
4,4,-4.912595791217908,2023-12-06 23:27:03.267222,2023-12-06 23:28:12.586890,0 days 00:01:09.319668,True,0.008848538542342091,289.0,,,,2,COMPLETE
5,5,-187.32554516079102,2023-12-06 23:28:12.587891,2023-12-06 23:29:23.448909,0 days 00:01:10.861018,True,0.000657171841360638,484.0,209.0,,,3,COMPLETE
6,6,-42.67907978927151,2023-12-06 23:29:23.449909,2023-12-06 23:30:34.154176,0 days 00:01:10.704267,False,6.716458860105972e-05,348.0,83.0,408.0,,4,COMPLETE
7,7,-45.96967786394922,2023-12-06 23:30:34.155168,2023-12-06 23:31:44.601160,0 days 00:01:10.445992,True,0.0010496814228217874,167.0,382.0,,,3,COMPLETE
8,8,-11.988153234684418,2023-12-06 23:31:44.602159,2023-12-06 23:32:55.895304,0 days 00:01:11.293145,True,1.7199209522201227e-05,377.0,386.0,130.0,504.0,5,COMPLETE
9,9,-32.80354633350028,2023-12-06 23:32:55.897308,2023-12-06 23:34:06.837305,0 days 00:01:10.939997,True,0.001628939579144893,475.0,473.0,,,3,COMPLETE
10,10,-3.3093686587315574,2023-12-06 23:34:06.839353,2023-12-06 23:35:17.421182,0 days 00:01:10.581829,False,0.00016932984184747627,5.0,217.0,6.0,5.0,5,COMPLETE
11,11,-1.9531844491212602,2023-12-06 23:35:17.422188,2023-12-06 23:36:27.343527,0 days 00:01:09.921339,False,0.000185358954983522,8.0,225.0,15.0,16.0,5,COMPLETE
12,12,-3.0020644218270993,2023-12-06 23:36:27.344527,2023-12-06 23:37:38.485194,0 days 00:01:11.140667,False,0.00021813674310331062,34.0,169.0,217.0,30.0,5,COMPLETE
13,13,-1231.4716957468158,2023-12-06 23:37:38.486193,2023-12-06 23:38:47.510735,0 days 00:01:09.024542,False,1.0374307906929102e-05,205.0,2.0,2.0,,4,COMPLETE
14,14,-13.677453855175623,2023-12-06 23:38:47.511735,2023-12-06 23:39:58.329921,0 days 00:01:10.818186,False,7.500819194657257e-05,75.0,297.0,165.0,,4,COMPLETE
15,15,-134814.89609850323,2023-12-06 23:39:58.330921,2023-12-06 23:41:08.055266,0 days 00:01:09.724345,False,0.00034654030743249146,,,,,1,COMPLETE
16,16,-2.875762660685685,2023-12-06 23:41:08.056267,2023-12-06 23:42:21.121620,0 days 00:01:13.065353,False,0.00010033662566543536,234.0,292.0,347.0,168.0,5,COMPLETE
17,17,-13.809813797502509,2023-12-06 23:42:21.123046,2023-12-06 23:43:31.553450,0 days 00:01:10.430404,False,0.00033462973424049856,296.0,144.0,95.0,,4,COMPLETE
18,18,-5.237615263097732,2023-12-06 23:43:31.554449,2023-12-06 23:44:42.223491,0 days 00:01:10.669042,False,2.711622137792626e-05,71.0,257.0,315.0,160.0,5,COMPLETE
19,19,-50.64789099938279,2023-12-06 23:44:42.225491,2023-12-06 23:45:53.496795,0 days 00:01:11.271304,False,4.95668598398997e-05,401.0,103.0,244.0,,4,COMPLETE
20,20,-1.3246987963416508,2023-12-06 23:45:53.498793,2023-12-06 23:47:05.655611,0 days 00:01:12.156818,False,0.00011415152512196605,182.0,324.0,487.0,120.0,5,COMPLETE
21,21,-1.0198403126550097,2023-12-06 23:47:05.657610,2023-12-06 23:48:17.704771,0 days 00:01:12.047161,False,0.00011341029475657948,180.0,313.0,497.0,104.0,5,COMPLETE
22,22,-3.15500433218413,2023-12-06 23:48:17.705772,2023-12-06 23:49:29.714564,0 days 00:01:12.008792,False,0.0001025527323678395,189.0,324.0,507.0,163.0,5,COMPLETE
23,23,-25.62597882712406,2023-12-06 23:49:29.715562,2023-12-06 23:50:41.133385,0 days 00:01:11.417823,False,9.774247424517576e-05,256.0,318.0,502.0,,4,COMPLETE
24,24,-6.625750502382891,2023-12-06 23:50:41.134385,2023-12-06 23:51:53.359385,0 days 00:01:12.225000,False,3.683242817955467e-05,138.0,458.0,406.0,148.0,5,COMPLETE
25,25,-19.491109597066025,2023-12-06 23:51:53.361385,2023-12-06 23:53:05.542849,0 days 00:01:12.181464,False,0.00011995526319164285,227.0,347.0,440.0,,4,COMPLETE
26,26,-5.887214722810071,2023-12-06 23:53:05.543849,2023-12-06 23:54:17.606104,0 days 00:01:12.062255,False,6.714256674669958e-05,292.0,258.0,297.0,304.0,5,COMPLETE
27,27,-0.6028666568141922,2023-12-06 23:54:17.607102,2023-12-06 23:55:30.199512,0 days 00:01:12.592410,False,0.0002759246272965139,172.0,409.0,465.0,108.0,5,COMPLETE
28,28,-14.481142104388931,2023-12-06 23:55:30.200500,2023-12-06 23:56:41.641185,0 days 00:01:11.440685,False,0.0003017064903968545,104.0,507.0,448.0,,4,COMPLETE
29,29,-155973.8467598514,2023-12-06 23:56:41.643180,2023-12-06 23:57:51.326477,0 days 00:01:09.683297,False,4.7166223494756266e-05,,,,,1,COMPLETE
