config_id,epoch,train_loss,val_loss,test_loss,train_mse,train_msa,train_explained_variance,train_r2,val_mse,val_msa,val_explained_variance,val_r2,test_mse,test_msa,test_explained_variance,test_r2
etnn,1,358132.34375,77462.5546875,0.,363935.875,580.2547607421875,-68036.4453125,-908992.9675033041,77462.546875,278.1829528808594,-183.29904174804688,-185892.09275690655,0.,0.,0.,0.
etnn,2,28525.30078125,9853.880859375,0.,28949.021484375,158.69271850585938,-9404.3544921875,-72304.27899556546,9853.880859375,99.21560668945312,-23.346576690673828,-23646.14669710773,0.,0.,0.,0.
etnn,3,7842.44189453125,5682.08056640625,0.,7883.83935546875,88.47660827636719,-138.19532775878906,-19690.2773908068,5682.080078125,75.34086608886719,-13.002907752990723,-13634.743957546521,0.,0.,0.,0.
etnn,4,4599.984375,3416.327880859375,0.,4622.20703125,67.77862548828125,-69.59661102294922,-11543.775887378366,3416.327880859375,58.419437408447266,-7.392218589782715,-8197.435618209842,0.,0.,0.,0.
etnn,5,2803.955810546875,2125.18994140625,0.,2816.877197265625,52.92948532104492,-37.33074951171875,-7034.6465156338845,2125.18994140625,46.076271057128906,-4.20023775100708,-5098.988435705269,0.,0.,0.,0.
etnn,6,1946.9898681640625,1846.6263427734375,0.,1948.9677734375,44.115665435791016,-5.933105945587158,-4866.890123563181,1846.6263427734375,42.95075988769531,-3.4603166580200195,-4430.497029745529,0.,0.,0.,0.
etnn,7,1793.2835693359375,1729.6240234375,0.,1794.555908203125,42.33967590332031,-3.7646422386169434,-4481.219373874485,1729.6240234375,41.56782913208008,-3.1747045516967773,-4149.717522551881,0.,0.,0.,0.
etnn,8,1683.90234375,1628.516845703125,0.,1684.877685546875,41.026153564453125,-3.3273215293884277,-4207.278690143954,1628.5167236328125,40.33460235595703,-2.9276041984558105,-3907.0821086788924,0.,0.,0.,0.
etnn,9,1587.11328125,1535.856201171875,0.,1588.1431884765625,39.8310432434082,-3.0744099617004395,-3965.6672659061514,1535.85595703125,39.1703987121582,-2.6858978271484375,-3684.716790660694,0.,0.,0.,0.
etnn,10,1493.7396240234375,1440.2608642578125,0.,1494.83837890625,38.64285659790039,-2.9161767959594727,-3732.6222640062224,1440.260986328125,37.9318733215332,-2.4415552616119385,-3455.3094776429143,0.,0.,0.,0.
etnn,11,1398.6123046875,1346.967041015625,0.,1399.666259765625,37.39244842529297,-2.673614740371704,-3494.912760102598,1346.9669189453125,36.68278503417969,-2.2162399291992188,-3231.4244386389105,0.,0.,0.,0.
etnn,12,1307.9808349609375,1260.1146240234375,0.,1308.961181640625,36.16059494018555,-2.4281327724456787,-3268.3609887587986,1260.1146240234375,35.48044204711914,-2.0065526962280273,-3022.9980506710654,0.,0.,0.,0.
etnn,13,1224.4818115234375,1180.9447021484375,0.,1225.339111328125,34.9867057800293,-2.1708104610443115,-3059.5003369334972,1180.9447021484375,34.347801208496094,-1.815492868423462,-2833.0076925996614,0.,0.,0.,0.
etnn,14,1148.7615966796875,1109.5054931640625,0.,1149.4677734375,33.88651657104492,-1.9269530773162842,-2869.998296630518,1109.5054931640625,33.292701721191406,-1.6431691646575928,-2661.569109432994,0.,0.,0.,0.
etnn,15,1080.599609375,1045.3043212890625,0.,1081.15869140625,32.8643798828125,-1.7252376079559326,-2699.3843207010473,1045.3043212890625,32.31512451171875,-1.488382339477539,-2507.500550043585,0.,0.,0.,0.
etnn,16,1019.2311401367188,987.6593017578125,0.,1019.8359985351562,31.91867446899414,-1.5830891132354736,-2546.220119889208,987.6593627929688,31.411468505859375,-1.349473237991333,-2369.165341272567,0.,0.,0.,0.
etnn,17,964.2300415039062,935.88916015625,0.,964.7596435546875,31.04485511779785,-1.4393706321716309,-2408.65718138995,935.88916015625,30.577150344848633,-1.2247881889343262,-2244.9283539113812,0.,0.,0.,0.
etnn,18,916.2001953125,893.4620971679688,0.,916.6796875,30.261356353759766,-1.3229193687438965,-2288.5690587314775,893.4619750976562,29.876035690307617,-1.122692584991455,-2143.112418805737,0.,0.,0.,0.
etnn,19,877.9020385742188,858.3944702148438,0.,878.2633056640625,29.62091064453125,-1.160177230834961,-2192.617090175873,858.3944702148438,29.283870697021484,-1.0383870601654053,-2058.9581194257403,0.,0.,0.,0.
etnn,20,842.6801147460938,824.0936279296875,0.,843.03271484375,29.020597457885742,-1.0921602249145508,-2104.6228469303774,824.0936889648438,28.69281768798828,-0.9576183557510376,-1976.6434928145002,0.,0.,0.,0.
etnn,21,810.4616088867188,793.5892333984375,0.,810.7940673828125,28.460464477539062,-0.988312840461731,-2024.1011049283043,793.5891723632812,28.15678596496582,-0.8827301263809204,-1903.439565863845,0.,0.,0.,0.
etnn,22,780.57568359375,765.1605834960938,0.,780.8304443359375,27.929561614990234,-0.9230457544326782,-1949.2614839878072,765.16064453125,27.647865295410156,-0.8144897222518921,-1835.2170958373624,0.,0.,0.,0.
etnn,23,752.8760375976562,738.4865112304688,0.,753.1693115234375,27.430522918701172,-0.8377671241760254,-1880.1729030524934,738.4865112304688,27.161672592163086,-0.7519537210464478,-1771.2053187491645,0.,0.,0.,0.
etnn,24,727.1822509765625,713.7305908203125,0.,727.3905639648438,26.95705795288086,-0.7671124935150146,-1815.7859099114828,713.7305297851562,26.702510833740234,-0.6953355073928833,-1711.7964267835348,0.,0.,0.,0.
etnn,25,703.1641845703125,690.6273193359375,0.,703.3825073242188,26.508403778076172,-0.7157957553863525,-1755.821622915208,690.6273193359375,26.26677131652832,-0.6416977643966675,-1656.3537081230932,0.,0.,0.,0.
etnn,26,680.69580078125,669.013427734375,0.,680.9205932617188,26.0817928314209,-0.6501109600067139,-1699.7188846402998,669.013427734375,25.852462768554688,-0.5922015905380249,-1604.4850790697076,0.,0.,0.,0.
etnn,27,659.7188110351562,648.7452392578125,0.,659.8864135742188,25.67582130432129,-0.595061182975769,-1647.1825118146307,648.7452392578125,25.457843780517578,-0.5443054437637329,-1555.8459548439025,0.,0.,0.,0.
etnn,28,639.9483642578125,629.6908569335938,0.,640.16064453125,25.289073944091797,-0.5567760467529297,-1597.9138423253905,629.6908569335938,25.08122444152832,-0.4952050447463989,-1510.1196113454555,0.,0.,0.,0.
etnn,29,621.4425048828125,611.7675170898438,0.,621.5967407226562,24.919803619384766,-0.49918699264526367,-1551.5472881740664,611.7675170898438,24.721708297729492,-0.4510260820388794,-1467.1074267127112,0.,0.,0.,0.
etnn,30,603.9361572265625,594.8563842773438,0.,604.1234130859375,24.5670223236084,-0.4609001874923706,-1507.9046119412267,594.8564453125,24.37762451171875,-0.4106055498123169,-1426.5245535385066,0.,0.,0.,0.
etnn,31,587.4306640625,578.8763427734375,0.,587.6214599609375,24.229206085205078,-0.4162876605987549,-1466.688124598989,578.8763427734375,24.047964096069336,-0.37209606170654297,-1388.1758566533824,0.,0.,0.,0.
etnn,32,571.8139038085938,563.739501953125,0.,572.0149536132812,23.905296325683594,-0.37790536880493164,-1427.7080294298112,563.739501953125,23.73147201538086,-0.33596229553222656,-1351.8507948534082,0.,0.,0.,0.
etnn,33,557.0706176757812,549.3703002929688,0.,557.2168579101562,23.594072341918945,-0.340356707572937,-1390.7471548479416,549.3703002929688,23.42707061767578,-0.30244696140289307,-1317.3679104266519,0.,0.,0.,0.
etnn,34,542.9995727539062,535.6965942382812,0.,543.1574096679688,23.294517517089844,-0.30609869956970215,-1355.6312946193443,535.6965942382812,23.13368797302246,-0.269922137260437,-1284.5540428988654,0.,0.,0.,0.
etnn,35,529.6216430664062,522.6521606445312,0.,529.7610473632812,23.0054874420166,-0.2706378698348999,-1322.1716378079839,522.6521606445312,22.850305557250977,-0.2378004789352417,-1253.25032567633,0.,0.,0.,0.
etnn,36,516.8524780273438,510.17431640625,0.,516.9689331054688,22.726036071777344,-0.23933184146881104,-1290.2209632543695,510.17437744140625,22.575895309448242,-0.20770251750946045,-1223.30627403881,0.,0.,0.,0.
etnn,37,504.5859680175781,498.20306396484375,0.,504.7212829589844,22.455184936523438,-0.21367084980010986,-1259.6302637628446,498.2030944824219,22.30945587158203,-0.17886459827423096,-1194.577842715016,0.,0.,0.,0.
etnn,38,492.84173583984375,486.69140625,0.,492.95257568359375,22.191892623901367,-0.18029284477233887,-1230.2358863406523,486.69146728515625,22.05019187927246,-0.15305471420288086,-1166.952478542822,0.,0.,0.,0.
etnn,39,481.50146484375,475.5781555175781,0.,481.6211853027344,21.935348510742188,-0.15332496166229248,-1201.933696037071,475.5781555175781,21.797008514404297,-0.12431526184082031,-1140.2829508739042,0.,0.,0.,0.
etnn,40,470.53192138671875,464.8222351074219,0.,470.6698913574219,21.68454933166504,-0.1246187686920166,-1174.5809340172189,464.8222351074219,21.54911231994629,-0.09913623332977295,-1114.4711377431836,0.,0.,0.,0.
etnn,41,459.9610290527344,454.3776550292969,0.,460.05706787109375,21.438682556152344,-0.09868168830871582,-1148.0735205594008,454.3776550292969,21.305633544921875,-0.07435357570648193,-1089.4064729890617,0.,0.,0.,0.
etnn,42,449.62420654296875,444.19769287109375,0.,449.7384033203125,21.196857452392578,-0.07809066772460938,-1122.30086774774,444.1977233886719,21.06562042236328,-0.049665093421936035,-1064.976814764258,0.,0.,0.,0.
etnn,43,439.5576477050781,434.2471923828125,0.,439.6644592285156,20.958141326904297,-0.05110585689544678,-1097.1394090410624,434.2472229003906,20.828338623046875,-0.025997281074523926,-1041.0978013661334,0.,0.,0.,0.
etnn,44,429.6675720214844,424.6448669433594,0.,429.8047790527344,20.721799850463867,-0.02851998805999756,-1072.5131703469226,424.6448669433594,20.596799850463867,-0.00010192394256591797,-1018.0543197978312,0.,0.,0.,0.
etnn,45,424.2944641113281,424.5789489746094,0.,424.2772216796875,20.58827018737793,-8.58306884765625e-06,-1058.7070780166948,424.57891845703125,20.595199584960938,0.0,-1017.8960485108869,0.,0.,0.,0.
etnn,46,424.1471862792969,424.5131530761719,0.,424.2117004394531,20.586679458618164,-3.0040740966796875e-05,-1058.543439288533,424.5131530761719,20.593603134155273,0.0,-1017.7382483965844,0.,0.,0.,0.
etnn,47,424.1750793457031,424.44683837890625,0.,424.1457214355469,20.58507537841797,2.9802322387695312e-06,-1058.3786497669032,424.44683837890625,20.591991424560547,0.0,-1017.5791414196215,0.,0.,0.,0.
etnn,48,424.10125732421875,424.3797912597656,0.,424.0791320800781,20.583459854125977,1.049041748046875e-05,-1058.2122903340528,424.3797912597656,20.590364456176758,0.0,-1017.4181611280022,0.,0.,0.,0.
etnn,49,424.005859375,424.3119812011719,0.,424.01177978515625,20.58182144165039,2.384185791015625e-05,-1058.0441341067005,424.31201171875,20.588716506958008,0.0,-1017.2554987395546,0.,0.,0.,0.
etnn,50,423.9788513183594,424.2435302734375,0.,423.9437561035156,20.580169677734375,-2.5033950805664062e-06,-1057.8741371150493,424.2434997558594,20.587055206298828,0.0,-1017.0911522280974,0.,0.,0.,0.
etnn,51,423.84918212890625,424.17425537109375,0.,423.8749694824219,20.5784969329834,-1.4066696166992188e-05,-1057.7023344761362,424.17425537109375,20.585372924804688,0.0,-1016.9249345014005,0.,0.,0.,0.
etnn,52,423.7966613769531,424.1042175292969,0.,423.8053894042969,20.57680892944336,-2.0265579223632812e-05,-1057.528608240273,424.104248046875,20.58367156982422,0.0,-1016.7568470974091,0.,0.,0.,0.
etnn,53,423.76470947265625,424.033447265625,0.,423.7350769042969,20.575098037719727,2.8312206268310547e-05,-1057.3529800765768,424.033447265625,20.581951141357422,0.0,-1016.5870762539391,0.,0.,0.,0.
etnn,54,423.65277099609375,423.9619445800781,0.,423.6640625,20.57337188720703,-9.298324584960938e-06,-1057.1756013966447,423.9619140625,20.580215454101562,0.0,-1016.4154362702349,0.,0.,0.,0.
etnn,55,423.579345703125,423.8897399902344,0.,423.5922546386719,20.571626663208008,-8.940696716308594e-06,-1056.9962397093582,423.88970947265625,20.578460693359375,0.0,-1016.2421161426482,0.,0.,0.,0.
