,Unnamed: 0,epoch,train_loss,test_loss,train_r2,test_r2
0,0,1,1795802.125,94.51066589355467,-1315674.2928665,-308.3959219102406
1,1,2,226.72715759277344,3.7746288776397705,-154.07294447131872,-11.35685717887687
2,2,3,123.33931732177734,68.25430297851562,-83.77525022873414,-222.44149685079668
3,3,4,58.01790237426758,29.794647216796875,-39.114464742070375,-96.53758969207723
4,4,5,31.48201942443848,51.61565017700195,-21.72970468795325,-167.97217938697037
5,5,6,20.588321685791016,12.037644386291504,-14.04341378037103,-38.40717282785201
6,6,7,8.882306098937988,6.0254011154174805,-5.230931326396872,-18.72512323641671
7,7,8,3.7825093269348153,2.622763633728028,-1.6863915357254893,-7.586040387406811
8,8,9,1.9693137407302856,1.8854281902313232,-0.3899990337903625,-5.172253820274824
9,9,10,1.0890427827835083,0.3033494055271148,0.2472671017008146,0.0069367827669012
10,10,11,0.5786587595939636,0.1408701092004776,0.5950386447173144,0.5388389348401637
11,11,12,0.359222263097763,0.1558893620967865,0.7439220469517283,0.489671000532331
12,12,13,0.2729400992393493,0.4549419581890106,0.8087550925686968,-0.4893258948316152
13,13,14,0.2764053642749786,0.1126183345913887,0.8062332066034628,0.6313256903421036
14,14,15,0.2316576242446899,0.0865281969308853,0.8357354895148748,0.7167359725512601
15,15,16,0.4762406349182129,0.6598098278045654,0.6763361928251802,-1.1599939834662942
16,16,17,0.3015286326408386,0.0947632119059562,0.7828627631145191,0.6897773097411823
17,17,18,0.8576544523239136,4.9425435066223145,0.4371091047154082,-15.180214426797423
18,18,19,55.43046188354492,141.24693298339844,-36.86167359834352,-461.39467646897725
19,19,20,53.206687927246094,2.1226282119750977,-36.92473940682757,-5.948766722744865
20,20,21,9.611228942871094,12.901028633117676,-5.859762037303813,-41.23359909275438
21,21,22,4.977772235870361,2.4909839630126958,-2.594565558913426,-7.154638685772294
22,22,23,2.13451886177063,0.3200284838676452,-0.4893456922561234,-0.0476649319331508
23,23,24,1.0174511671066284,0.0722159668803215,0.2788276214153258,0.7635893643615861
24,24,25,0.5629187822341919,0.1428883969783783,0.6088692100369313,0.5322317457161081
25,25,26,0.3391053080558777,0.2665823400020599,0.7602099634460672,0.127299586403355
26,26,27,0.2133821696043014,0.2278738915920257,0.8484393400991044,0.2540180254913056
27,27,28,0.1461105644702911,0.1549723446369171,0.8956183424778248,0.4926729955027599
28,28,29,0.1215542182326316,0.0759802311658859,0.9145267989355836,0.7512664370133756
29,29,30,0.0980788394808769,0.1119385361671447,0.9300902952919048,0.6335511320343531
30,30,31,0.1011177375912666,0.0714431181550026,0.929598940270981,0.766119408516599
31,31,32,0.0837568193674087,0.0916195064783096,0.941605479525512,0.7000687391838489
32,32,33,0.080303780734539,0.0687890797853469,0.9432136675988956,0.7748078190442912
33,33,34,0.079838752746582,0.0690159648656845,0.9435555759856568,0.7740650858246142
