,number,value,datetime_start,datetime_complete,duration,params_batcher,params_hidden_dim,params_k,params_learning_rate,state
0,0,-5.785649199399307,2024-05-25 11:30:46.025177,2024-05-25 11:30:51.573545,0 days 00:00:05.548368,True,48,3,0.0017410333511225565,COMPLETE
1,1,-58.13116903260546,2024-05-25 11:30:51.575546,2024-05-25 11:30:53.012075,0 days 00:00:01.436529,False,480,2,2.9188344056962752e-05,COMPLETE
2,2,-66.4754801404125,2024-05-25 11:30:53.013075,2024-05-25 11:30:54.230531,0 days 00:00:01.217456,False,64,3,0.00016673376939950972,COMPLETE
3,3,-78.88594637206013,2024-05-25 11:30:54.232531,2024-05-25 11:30:55.561902,0 days 00:00:01.329371,False,240,4,3.464987433796385e-05,COMPLETE
4,4,-1.3164739710714717,2024-05-25 11:30:55.562902,2024-05-25 11:30:56.979224,0 days 00:00:01.416322,True,240,5,0.0006022584715430696,COMPLETE
5,5,-83.61050993807427,2024-05-25 11:30:56.981224,2024-05-25 11:30:58.471592,0 days 00:00:01.490368,True,272,5,2.444340414475552e-05,COMPLETE
6,6,-0.5449524248558061,2024-05-25 11:30:58.473590,2024-05-25 11:30:59.863920,0 days 00:00:01.390330,True,304,2,0.0026447028632690757,COMPLETE
7,7,-88.52960230645004,2024-05-25 11:30:59.864920,2024-05-25 11:31:01.354922,0 days 00:00:01.490002,False,416,2,1.1874796328577573e-05,COMPLETE
8,8,-93.73401165982173,2024-05-25 11:31:01.356921,2024-05-25 11:31:02.549045,0 days 00:00:01.192124,False,16,1,0.0007244963121255648,COMPLETE
9,9,-0.2089002942268881,2024-05-25 11:31:02.550046,2024-05-25 11:31:04.192343,0 days 00:00:01.642297,False,432,5,0.0011369687066956568,COMPLETE
10,10,-51.41443997381092,2024-05-25 11:31:04.193347,2024-05-25 11:31:05.707219,0 days 00:00:01.513872,False,384,4,0.006617797598169533,COMPLETE
11,11,-0.27782465773846554,2024-05-25 11:31:05.709220,2024-05-25 11:31:07.045306,0 days 00:00:01.336086,True,336,1,0.003931266962846962,COMPLETE
12,12,-82.95787364780769,2024-05-25 11:31:07.045306,2024-05-25 11:31:08.568940,0 days 00:00:01.523634,True,512,1,0.007757590635102402,COMPLETE
13,13,-2.2212089426801804,2024-05-25 11:31:08.569940,2024-05-25 11:31:10.104851,0 days 00:00:01.534911,True,384,4,0.002554373785373339,COMPLETE
14,14,-50.910937336318334,2024-05-25 11:31:10.105851,2024-05-25 11:31:11.306858,0 days 00:00:01.201007,True,160,1,0.0002067081311100274,COMPLETE
15,15,-1.0615678177531014,2024-05-25 11:31:11.307858,2024-05-25 11:31:12.916364,0 days 00:00:01.608506,False,336,5,0.0011875116948512198,COMPLETE
16,16,-237.15061053059117,2024-05-25 11:31:12.917364,2024-05-25 11:31:14.497153,0 days 00:00:01.579789,True,416,3,0.003599761284940165,COMPLETE
17,17,-35.09021370089788,2024-05-25 11:31:14.498153,2024-05-25 11:31:15.807926,0 days 00:00:01.309773,False,176,4,0.008440843702591457,COMPLETE
18,18,-0.6345188493945567,2024-05-25 11:31:15.808924,2024-05-25 11:31:17.261014,0 days 00:00:01.452090,True,448,2,0.0010433997028996373,COMPLETE
19,19,-1.2877825649463608,2024-05-25 11:31:17.262014,2024-05-25 11:31:18.733424,0 days 00:00:01.471410,False,336,5,0.0003852112353115486,COMPLETE
20,20,-1.198791603876428,2024-05-25 11:31:18.734422,2024-05-25 11:31:20.052325,0 days 00:00:01.317903,False,160,3,0.00423059683153528,COMPLETE
21,21,-3.325843688915279,2024-05-25 11:31:20.053325,2024-05-25 11:31:21.520749,0 days 00:00:01.467424,True,304,2,0.0022508412847414014,COMPLETE
22,22,-2.51608774732681,2024-05-25 11:31:21.521749,2024-05-25 11:31:22.979297,0 days 00:00:01.457548,True,352,1,0.004529464733633094,COMPLETE
23,23,-0.2138371113818947,2024-05-25 11:31:22.980297,2024-05-25 11:31:24.404790,0 days 00:00:01.424493,True,288,2,0.0018419087901146779,COMPLETE
24,24,-1.862514166378546,2024-05-25 11:31:24.406038,2024-05-25 11:31:25.924106,0 days 00:00:01.518068,True,448,1,0.0015799891704559351,COMPLETE
25,25,-0.8824168380004769,2024-05-25 11:31:25.925107,2024-05-25 11:31:27.254122,0 days 00:00:01.329015,True,208,2,0.00103085884641805,COMPLETE
26,26,-1.3534860631624492,2024-05-25 11:31:27.255117,2024-05-25 11:31:28.640961,0 days 00:00:01.385844,True,288,1,0.003842460311832253,COMPLETE
27,27,-1.7213180029574655,2024-05-25 11:31:28.642961,2024-05-25 11:31:30.144170,0 days 00:00:01.501209,True,384,2,0.0019423221892227772,COMPLETE
28,28,-3.1014759710584814,2024-05-25 11:31:30.145170,2024-05-25 11:31:31.376778,0 days 00:00:01.231608,False,112,1,0.006040951617174237,COMPLETE
29,29,-1.3465284186545217,2024-05-25 11:31:31.377778,2024-05-25 11:31:32.952997,0 days 00:00:01.575219,True,352,3,0.0017591274614996667,COMPLETE
30,30,-310.2026127303767,2024-05-25 11:31:32.953997,2024-05-25 11:31:34.511399,0 days 00:00:01.557402,True,512,2,0.009215607046024338,COMPLETE
31,31,-0.8467327295491455,2024-05-25 11:31:34.513399,2024-05-25 11:31:35.825366,0 days 00:00:01.311967,True,304,2,0.0028343374796606755,COMPLETE
32,32,-1.7683261237912735,2024-05-25 11:31:35.826369,2024-05-25 11:31:37.196248,0 days 00:00:01.369879,True,256,3,0.0026137086132826674,COMPLETE
33,33,-0.41410748364622874,2024-05-25 11:31:37.197249,2024-05-25 11:31:38.706769,0 days 00:00:01.509520,True,320,3,0.001332222199853458,COMPLETE
34,34,-1.584001385263609,2024-05-25 11:31:38.707768,2024-05-25 11:31:40.181331,0 days 00:00:01.473563,True,448,3,0.0014913543919962203,COMPLETE
35,35,-1.5832118222162062,2024-05-25 11:31:40.183331,2024-05-25 11:31:41.503226,0 days 00:00:01.319895,False,224,4,0.000685739224382396,COMPLETE
36,36,-0.9084477552100061,2024-05-25 11:31:41.504224,2024-05-25 11:31:43.035709,0 days 00:00:01.531485,True,416,3,0.00048182608729470936,COMPLETE
37,37,-1.6062015670314573,2024-05-25 11:31:43.036710,2024-05-25 11:31:44.476912,0 days 00:00:01.440202,False,272,4,0.0010549770135018113,COMPLETE
38,38,-0.8236498165211203,2024-05-25 11:31:44.477912,2024-05-25 11:31:46.062164,0 days 00:00:01.584252,True,480,3,0.0007696485995053644,COMPLETE
39,39,-0.5984660148536621,2024-05-25 11:31:46.063164,2024-05-25 11:31:47.514498,0 days 00:00:01.451334,True,320,5,0.00033254079565000295,COMPLETE
40,40,-1601.7627577976734,2024-05-25 11:31:47.516498,2024-05-25 11:31:48.922838,0 days 00:00:01.406340,False,368,2,0.00534281612193714,COMPLETE
41,41,-0.4638296936221752,2024-05-25 11:31:48.923840,2024-05-25 11:31:50.261161,0 days 00:00:01.337321,True,288,2,0.0030666340289636916,COMPLETE
42,42,-1.3386155957805426,2024-05-25 11:31:50.262160,2024-05-25 11:31:51.600830,0 days 00:00:01.338670,True,256,2,0.0036614293042970688,COMPLETE
43,43,-1.0226022162419288,2024-05-25 11:31:51.601829,2024-05-25 11:31:52.873792,0 days 00:00:01.271963,True,208,1,0.0015185934978470905,COMPLETE
44,44,-2.375332201741276,2024-05-25 11:31:52.873792,2024-05-25 11:31:54.331142,0 days 00:00:01.457350,True,288,2,0.0028184793801377937,COMPLETE
45,45,-1.3265516250980105,2024-05-25 11:31:54.332142,2024-05-25 11:31:55.735019,0 days 00:00:01.402877,True,320,1,0.002081472240542173,COMPLETE
