,number,value,datetime_start,datetime_complete,duration,params_batcher,params_hidden_dim,params_k,params_learning_rate,state
0,0,0.3574514377402941,2023-12-21 15:36:03.210451,2023-12-21 15:37:39.160549,0 days 00:01:35.950098,False,400,1,0.0042560567261239355,COMPLETE
1,1,-0.6313774668485923,2023-12-21 15:37:39.161549,2023-12-21 15:39:14.840340,0 days 00:01:35.678791,True,192,5,3.662360678716699e-05,COMPLETE
2,2,-132.92048838386273,2023-12-21 15:39:14.842341,2023-12-21 15:40:44.138448,0 days 00:01:29.296107,False,16,4,3.846858467753068e-05,COMPLETE
3,3,-133.04816702256807,2023-12-21 15:40:44.140468,2023-12-21 15:42:12.483503,0 days 00:01:28.343035,False,48,2,1.3647819057827714e-05,COMPLETE
4,4,-0.5318397086120491,2023-12-21 15:42:12.484503,2023-12-21 15:43:37.066940,0 days 00:01:24.582437,True,32,5,0.0004812943902927228,COMPLETE
5,5,0.033529769487061836,2023-12-21 15:43:37.068940,2023-12-21 15:45:09.065639,0 days 00:01:31.996699,True,288,1,0.0008101473224563552,COMPLETE
6,6,0.1710986098651846,2023-12-21 15:45:09.066639,2023-12-21 15:46:37.503686,0 days 00:01:28.437047,True,144,3,0.00574952687923207,COMPLETE
7,7,-0.1803274659714773,2023-12-21 15:46:37.504687,2023-12-21 15:48:04.145321,0 days 00:01:26.640634,True,128,1,0.001160997803837971,COMPLETE
8,8,0.02667786896355697,2023-12-21 15:48:04.146321,2023-12-21 15:49:35.389529,0 days 00:01:31.243208,True,272,1,0.0003183145052789747,COMPLETE
9,9,-0.08835941493179558,2023-12-21 15:49:35.392531,2023-12-21 15:51:15.790841,0 days 00:01:40.398310,False,512,2,9.723682002955614e-05,COMPLETE
10,10,-135.26900008911485,2023-12-21 15:51:15.791862,2023-12-21 15:52:55.923534,0 days 00:01:40.131672,False,416,3,0.009668037815978229,COMPLETE
11,11,-0.17522533756037525,2023-12-21 15:52:55.925534,2023-12-21 15:54:35.621619,0 days 00:01:39.696085,False,416,3,0.00857917162103199,COMPLETE
