,epoch,train_loss,test_loss,train_r2,test_r2
0,1,12046189.0,2304.49267578125,-407202.71262445336,-75.3942171466887
1,2,6020.0712890625,4027.313232421875,-199.3003959428458,-132.50592871273747
2,3,3970.20849609375,3896.39453125,-130.10758033130506,-128.1659704391694
3,4,3801.001708984375,3676.599365234375,-124.55768804620807,-120.8797224318904
4,5,3543.877685546875,3369.448974609375,-116.10012128703356,-110.6976460634661
5,6,3201.264892578125,2980.225341796875,-104.81731823203611,-97.79484591208039
6,7,2781.443115234375,2522.394287109375,-90.98804499140965,-82.61768287693948
7,8,2303.11669921875,2021.1954345703125,-75.21646647980408,-66.00288392875827
8,9,1795.9459228515625,1511.8426513671875,-58.47879232452975,-49.11777409362941
9,10,1298.749755859375,1035.8040771484375,-42.01887926507071,-33.33703289151905
10,11,852.3108520507812,633.1136474609375,-27.260857978001134,-19.987795210857815
11,12,493.0141296386719,334.052734375,-15.378188139601885,-10.073890018773687
12,13,243.7132568359375,148.2455596923828,-7.09830356800741,-3.9143584828869793
13,14,102.204345703125,59.26042556762695,-2.402271027076896,-0.9644904410920985
14,15,43.9320068359375,32.197967529296875,-0.457590060416007,-0.06736655356993215
15,16,30.879411697387695,30.985666275024414,-0.019674726318589686,-0.02717865886265991
16,17,32.5319709777832,33.4650764465332,-0.07066202904081353,-0.10937145320506092
17,18,34.064186096191406,33.32035827636719,-0.12261140585769437,-0.10457405541895137
18,19,33.02442169189453,31.767377853393555,-0.09006951916331607,-0.05309243231654426
19,20,31.410078048706055,30.57771873474121,-0.03884054643210533,-0.013655112598335961
20,21,30.55051612854004,30.18730926513672,-0.007710993898289331,-0.0007130334071474564
21,22,30.29461097717285,30.191890716552734,7.738875816731827e-06,-0.0008649015199924115
22,23,30.310476303100586,30.2467098236084,-0.000618469648279607,-0.0026822391256571265
23,24,30.344696044921875,30.243249893188477,-0.0015837787913803858,-0.0025673819531677466
24,25,30.31013298034668,30.21625518798828,-0.0011913398348895043,-0.0016726248880276628
25,26,30.369848251342773,30.188983917236328,-0.0004845541591733671,-0.0007685947394282522
26,27,30.40799903869629,30.17315101623535,-0.00015440236764407977,-0.00024362611048167615
27,28,30.302507400512695,30.168392181396484,2.9424421927659594e-05,-8.601090947424339e-05
28,29,30.338544845581055,30.166505813598633,-0.0001365580106607034,-2.3387888125725453e-05
29,30,30.283567428588867,30.167156219482422,-5.793693093991692e-05,-4.4884901681641054e-05
30,31,30.303815841674805,30.168838500976562,-5.252368292096854e-05,-0.00010077965381172227
31,32,30.28446388244629,30.169260025024414,-1.0580354504741152e-05,-0.00011479058786467711
32,33,30.286710739135742,30.170806884765625,2.4481649303353947e-06,-0.00016597547166719018
33,34,30.33645248413086,30.17072105407715,-3.502904705854348e-05,-0.00016312230113602055
34,35,30.275020599365234,30.172103881835938,-6.328533284749582e-06,-0.00020902315540594074
35,36,30.296106338500977,30.173202514648438,-2.6158952844523853e-05,-0.00024547295627286303
36,37,30.276309967041016,30.170156478881836,-6.038779247674597e-05,-0.00014444187577677958
37,38,30.310503005981445,30.16964340209961,-1.246254877451669e-05,-0.00012741364179880144
38,39,30.293289184570312,30.16897964477539,-4.167741702221228e-05,-0.00010539118512808976
39,40,30.321104049682617,30.17203140258789,-1.5169287626237704e-05,-0.00020654200134107015
40,41,30.27691078186035,30.173137664794922,-5.4822745898075453e-05,-0.0002432347472360874
41,42,30.300493240356445,30.17244529724121,-1.426316925634552e-05,-0.0002202970095044332
42,43,30.30410385131836,30.171083450317383,-1.3094695412441126e-06,-0.00017513605072494443
43,44,30.348920822143555,30.17070198059082,-2.053534578760896e-05,-0.00016253815301370267
44,45,30.279802322387695,30.16949462890625,-1.0199177588043895e-05,-0.00012247523100872293
45,46,30.289758682250977,30.168161392211914,-3.111041291914418e-05,-7.830900341443403e-05
46,47,30.28322982788086,30.170015335083008,-2.850276108601335e-05,-0.0001398203311553381
47,48,30.31304931640625,30.17018699645996,-1.3366269591363888e-05,-0.0001454291254372464
48,49,30.34036636352539,30.17181396484375,-3.432943141778999e-05,-0.0001993763841392493
49,50,30.241762161254883,30.171297073364258,-1.0615715265727133e-05,-0.00018219121820917117
50,51,30.27342414855957,30.16950035095215,-1.9051579404072427e-05,-0.0001226293666845013
51,52,30.340789794921875,30.170989990234375,-7.249383221230588e-05,-0.00017205963304101068
52,53,30.276227951049805,30.168487548828125,-4.229336487338031e-05,-8.910449634003115e-05
53,54,30.318073272705078,30.169124603271484,-1.4470233776986419e-05,-0.00011020786440996133
54,55,30.285308837890625,30.170677185058594,-1.1159061422905125e-05,-0.00016167144348866458
55,56,30.37359619140625,30.170228958129883,-1.3905776911737888e-05,-0.00014689086526109563
56,57,30.27920150756836,30.171546936035156,-2.710815720385895e-05,-0.00019053206802355227
57,58,30.2542724609375,30.170452117919922,-1.731622507672448e-05,-0.0001542186219665176
58,59,30.326372146606445,30.17014503479004,-1.9003630135960847e-05,-0.00014400683592930008
59,60,30.312454223632812,30.171396255493164,-2.18816983996728e-05,-0.00018554295489781047
60,61,30.24312973022461,30.171035766601562,-1.4915116448133148e-05,-0.0001735578067381116
61,62,30.297183990478516,30.17156982421875,-2.040589769691792e-05,-0.00019128257990663755
62,63,30.249267578125,30.169994354248047,-3.586731850480085e-05,-0.00013910028822494702
63,64,30.298879623413086,30.171035766601562,-1.5571440100003997e-05,-0.00017359573111219717
64,65,30.245330810546875,30.17131233215332,-1.0726196700838742e-05,-0.00018267746418709763
65,66,30.274852752685547,30.170440673828125,-5.8046509655573786e-05,-0.00015378536985544144
66,67,30.305450439453125,30.172067642211914,-5.7183574286190364e-05,-0.00020778072235638767
67,68,30.37884521484375,30.172786712646484,-6.58799404515964e-05,-0.00023161454360343114
68,69,30.20734977722168,30.16900062561035,-9.538657184116062e-07,-0.00010610720166237542
69,70,30.2391414642334,30.1679744720459,-1.449064026259883e-05,-7.208231273758692e-05
70,71,30.32794189453125,30.168655395507812,-2.1701486864644792e-05,-9.472349954764425e-05
71,72,30.284549713134766,30.16770362854004,-6.892600925345604e-05,-6.312064212132817e-05
72,73,30.27753257751465,30.17104148864746,-1.8557691269238674e-05,-0.00017383203969045802
73,74,30.285863876342773,30.171077728271484,-6.2096430704094985e-06,-0.00017502625554377538
74,75,30.282106399536133,30.172958374023438,-2.0689142154362017e-05,-0.00023729302719766032
75,76,30.321182250976562,30.171146392822266,-1.5740293520583037e-05,-0.00017720024986456195
76,77,30.30132484436035,30.173254013061523,-7.007968226724337e-05,-0.00024715199468361426
77,78,30.3297119140625,30.169710159301758,-2.119073165873786e-05,-0.00012963392878306834
78,79,30.302898406982422,30.16979217529297,-2.648981485076085e-05,-0.00013230580397616265
79,80,30.311281204223633,30.16850471496582,-1.979437311971921e-05,-8.970831020849168e-05
80,81,30.308734893798828,30.17083740234375,-6.003653809560916e-05,-0.00016699708914735822
81,82,30.308839797973633,30.169906616210938,-7.3276129386457e-06,-0.00013605312266173897
82,83,30.275821685791016,30.17043113708496,-8.526116517582061e-05,-0.00015351201001401193
83,84,30.24293327331543,30.169544219970703,-6.634962894436214e-06,-0.00012417173341705556
84,85,30.23832130432129,30.16826057434082,-5.198913170856301e-05,-8.146130882313862e-05
85,86,30.2674617767334,30.169065475463867,-2.773547181567082e-05,-0.00010826297784238825
86,87,30.330785751342773,30.176372528076172,-8.598812796289934e-05,-0.000350493838288779
87,88,30.347612380981445,30.173295974731445,-3.770702681027416e-05,-0.00024846262340516567
