,number,value,datetime_start,datetime_complete,duration,params_batcher,params_learning_rate,params_n_dim_0,params_n_dim_1,params_n_dim_2,params_n_dim_3,params_n_layers,state
0,0,-24750.47571961474,2023-12-07 19:03:23.898191,2023-12-07 19:04:38.585621,0 days 00:01:14.687430,False,0.004047065387150369,,,,,1,COMPLETE
1,1,-145200.10870485418,2023-12-07 19:04:38.586621,2023-12-07 19:06:12.288189,0 days 00:01:33.701568,True,0.0002813629489521779,,,,,1,COMPLETE
2,2,-3.5193973016892506,2023-12-07 19:06:12.290324,2023-12-07 19:08:03.844086,0 days 00:01:51.553762,True,0.0009736335534809103,210.0,404.0,435.0,,4,COMPLETE
3,3,-860.5048661204946,2023-12-07 19:08:03.845907,2023-12-07 19:09:47.025777,0 days 00:01:43.179870,True,1.538543338413527e-05,38.0,473.0,,,3,COMPLETE
4,4,-53.30276535396663,2023-12-07 19:09:47.028782,2023-12-07 19:11:31.903042,0 days 00:01:44.874260,False,1.710126415201465e-05,473.0,390.0,511.0,,4,COMPLETE
5,5,-13.182749792392386,2023-12-07 19:11:31.905129,2023-12-07 19:13:22.937680,0 days 00:01:51.032551,False,0.00020323620549328298,174.0,65.0,381.0,,4,COMPLETE
6,6,-13.962741377166989,2023-12-07 19:13:22.939682,2023-12-07 19:15:05.205594,0 days 00:01:42.265912,False,0.0027358923833014064,52.0,190.0,,,3,COMPLETE
7,7,-145250.8709209753,2023-12-07 19:15:05.207769,2023-12-07 19:16:45.665664,0 days 00:01:40.457895,True,0.00028056400911395267,,,,,1,COMPLETE
8,8,-0.9914587876877647,2023-12-07 19:16:45.666663,2023-12-07 19:18:33.475561,0 days 00:01:47.808898,False,0.0003769697597153821,240.0,91.0,247.0,310.0,5,COMPLETE
9,9,-1653.557766437339,2023-12-07 19:18:33.477562,2023-12-07 19:20:22.328279,0 days 00:01:48.850717,True,8.984824894879796e-05,243.0,,,,2,COMPLETE
10,10,-0.004747773641957442,2023-12-07 19:20:22.329556,2023-12-07 19:22:08.225249,0 days 00:01:45.895693,False,0.007755689737299679,404.0,20.0,89.0,298.0,5,COMPLETE
11,11,-0.020483543528925053,2023-12-07 19:22:08.227250,2023-12-07 19:23:37.122740,0 days 00:01:28.895490,False,0.009451908702362963,419.0,36.0,63.0,307.0,5,COMPLETE
12,12,-0.002459447279529492,2023-12-07 19:23:37.124740,2023-12-07 19:25:27.791537,0 days 00:01:50.666797,False,0.007625155404278354,441.0,12.0,34.0,284.0,5,COMPLETE
