,number,value,datetime_start,datetime_complete,duration,params_batcher,params_hidden_dim,params_k,params_learning_rate,state
26,26,0.5946331119082912,2023-12-08 17:51:29.954024,2023-12-08 17:52:48.325809,0 days 00:01:18.371785,False,368,5,0.0013935726823366705,COMPLETE
27,27,0.5018007283957499,2023-12-08 17:52:48.326809,2023-12-08 17:54:06.305369,0 days 00:01:17.978560,True,304,5,0.002815200052008319,COMPLETE
28,28,0.7690480156515594,2023-12-08 17:54:06.306374,2023-12-08 17:55:24.221859,0 days 00:01:17.915485,True,256,5,0.004805334957195982,COMPLETE
29,29,-8.563841291248451,2023-12-08 17:55:24.223857,2023-12-08 17:56:42.216017,0 days 00:01:17.992160,True,368,4,0.006715740254994866,COMPLETE
30,30,0.7419729754002768,2023-12-08 17:56:42.217015,2023-12-08 17:57:59.751422,0 days 00:01:17.534407,True,192,3,0.0034344789846166173,COMPLETE
31,31,0.7944321994296774,2023-12-08 17:57:59.752426,2023-12-08 17:59:17.134100,0 days 00:01:17.381674,True,240,4,0.005211137617710481,COMPLETE
32,32,-0.6597034998414705,2023-12-08 17:59:17.135100,2023-12-08 18:00:32.811549,0 days 00:01:15.676449,True,192,5,0.00962229077598159,COMPLETE
33,33,0.7738840785008108,2023-12-08 18:00:32.813546,2023-12-08 18:01:46.631643,0 days 00:01:13.818097,True,144,4,0.003915728513186103,COMPLETE
34,34,0.7642629487951433,2023-12-08 18:01:46.633638,2023-12-08 18:03:03.184063,0 days 00:01:16.550425,True,304,3,0.001558223833334144,COMPLETE
35,35,0.7906667185782759,2023-12-08 18:03:03.185064,2023-12-08 18:04:14.918640,0 days 00:01:11.733576,True,112,5,0.006280816493505052,COMPLETE
36,36,0.7238547797142978,2023-12-08 18:04:14.919598,2023-12-08 18:05:56.044494,0 days 00:01:41.124896,False,256,4,0.002116168702758498,COMPLETE
37,37,0.7620205531155628,2023-12-08 18:05:56.046494,2023-12-08 18:07:34.950795,0 days 00:01:38.904301,True,208,2,0.0036195375168293045,COMPLETE
38,38,0.7546403245540108,2023-12-08 18:07:34.952792,2023-12-08 18:08:52.492477,0 days 00:01:17.539685,False,288,5,0.0007029325096967932,COMPLETE
39,39,0.7634106376330521,2023-12-08 18:08:52.493477,2023-12-08 18:10:01.977360,0 days 00:01:09.483883,True,128,3,0.006100316899012013,COMPLETE
40,40,0.8291678278667277,2023-12-08 18:10:01.978360,2023-12-08 18:11:22.405479,0 days 00:01:20.427119,True,384,4,0.0027798074059227373,COMPLETE
41,41,0.7568652188056685,2023-12-08 18:11:22.406479,2023-12-08 18:12:42.995107,0 days 00:01:20.588628,True,384,4,0.0031344786898128024,COMPLETE
42,42,0.48885995764490336,2023-12-08 18:12:42.996105,2023-12-08 18:14:06.902675,0 days 00:01:23.906570,True,432,4,0.0022704702137755816,COMPLETE
43,43,-31.395310798670398,2023-12-08 18:14:06.904673,2023-12-08 18:15:25.316479,0 days 00:01:18.411806,True,352,5,0.006996776476199415,COMPLETE
44,44,0.763700991320402,2023-12-08 18:15:25.317478,2023-12-08 18:16:47.910942,0 days 00:01:22.593464,True,272,4,0.001331921230940087,COMPLETE
45,45,0.052957216627883684,2023-12-08 18:16:47.912939,2023-12-08 18:18:30.743481,0 days 00:01:42.830542,True,480,3,0.00409775124820598,COMPLETE
46,46,0.43620100341794127,2023-12-08 18:18:30.744482,2023-12-08 18:20:03.169887,0 days 00:01:32.425405,True,448,1,0.002752283433493396,COMPLETE
47,47,0.7111667040446285,2023-12-08 18:20:03.170887,2023-12-08 18:21:31.698264,0 days 00:01:28.527377,False,336,4,0.0005299282082849308,COMPLETE
48,48,0.7903337535222701,2023-12-08 18:21:31.700258,2023-12-08 18:22:54.049709,0 days 00:01:22.349451,True,224,2,0.0018921348664921464,COMPLETE
49,49,0.5734113027028238,2023-12-08 18:22:54.050706,2023-12-08 18:24:10.805185,0 days 00:01:16.754479,True,32,5,0.008520850502234736,COMPLETE
