,epoch,train_loss,test_loss,train_r2,test_r2
0,1,40470060.0,1141.55419921875,-29649876.111245807,-3736.061916047063
1,2,664.1539306640625,309.6416931152344,-442.36623738559933,-1012.662078029318
2,3,297.8066101074219,277.5038757324219,-209.88670406244626,-907.4537473716559
3,4,87.89256286621094,22.530155181884766,-61.61638821829119,-72.75609870045572
4,5,36.28390884399414,10.934510231018066,-24.437058241722728,-34.7958859225458
5,6,10.754608154296875,0.6121501922607422,-6.70048727130831,-1.0039725249046478
6,7,2.0181095600128174,2.3863813877105713,-0.4257953781020163,-6.812204636508141
7,8,1.194818377494812,0.1619633138179779,0.16680695317466998,0.4697869312593641
8,9,0.58013916015625,0.8028481602668762,0.5887367979695706,-1.6282528417576336
9,10,0.4700640141963959,0.3548636734485626,0.6695736232479802,-0.1617036208873064
10,11,0.3285529613494873,0.15690341591835022,0.7682125877054664,0.4863513467437447
11,12,0.23691342771053314,0.176011860370636,0.8306651931013292,0.4237967399288137
12,13,0.18387286365032196,0.14994874596595764,0.8706530715884147,0.5091185908859341
13,14,0.16466358304023743,0.15767419338226318,0.8846121360405974,0.48382808219002305
14,15,0.15897737443447113,0.1394544094800949,0.8881795750935533,0.5434734922304598
15,16,0.15381459891796112,0.13429443538188934,0.8936979426314404,0.5603655061819445
16,17,0.1542063057422638,0.12022069841623306,0.8908464513648299,0.6064381070544466
17,18,0.1393572986125946,0.1180950477719307,0.9035609594393267,0.6133968041089887
18,19,0.14187881350517273,0.11484843492507935,0.8978359437869198,0.6240250973487675
19,20,0.14014069736003876,0.11404406279325485,0.9017500823301975,0.626658336755495
20,21,0.1347707211971283,0.11091428250074387,0.9053509093449192,0.6369041736801437
21,22,0.12395254522562027,0.10083069652318954,0.9120648279618646,0.6699144394391174
22,23,0.12209945172071457,0.09668751806020737,0.9149125581708194,0.68347782679919
23,24,0.11592619121074677,0.09441117197275162,0.9170918856674006,0.6909298180828787
24,25,0.11760204285383224,0.09312915056943893,0.9172388747436251,0.6951267036230143
25,26,0.11282956600189209,0.08832989633083344,0.9196975458358085,0.710837842803867
26,27,0.11413127183914185,0.08823787420988083,0.919846582876872,0.7111390752572255
27,28,0.1111689880490303,0.08655694127082825,0.9214922321981431,0.7166418766638483
28,29,0.11116205155849457,0.08982022851705551,0.921666141983928,0.7059589690028152
29,30,0.11600121110677719,0.08418432623147964,0.9177368210601113,0.7244090035097313
30,31,0.11123683303594589,0.07985568046569824,0.9223891669129306,0.7385795358757873
31,32,0.10780974477529526,0.07933312654495239,0.9249698243258748,0.7402901775118305
32,33,0.10440273582935333,0.08332384377717972,0.9261948178466094,0.7272259216422958
33,34,0.10299370437860489,0.08598149567842484,0.9271149636680757,0.718525690400081
34,35,0.10661271959543228,0.07674600183963776,0.9249478515615621,0.7487595654474499
35,36,0.0995987057685852,0.07346300035715103,0.9285818268775072,0.7595069954857859
36,37,0.10020104795694351,0.08238474279642105,0.929291961872432,0.7303002194889077
37,38,0.1010262593626976,0.08253422379493713,0.9281222814028087,0.7298108874224355
38,39,0.11155859380960464,0.07144611328840256,0.9213867624793097,0.766109618691233
39,40,0.10444489866495132,0.07661812752485275,0.9272471877537797,0.749178183140412
40,41,0.1038174256682396,0.07446812093257904,0.9263230056636163,0.7562165788230668
41,42,0.11376792937517166,0.07044225186109543,0.9195515165989461,0.7693959028415062
42,43,0.12415096908807755,0.09264691174030304,0.9142048710426459,0.6967053816029867
43,44,0.1159590482711792,0.08961214125156403,0.9189849594529965,0.7066401659995241
44,45,0.10627437382936478,0.06847027689218521,0.9249073059882371,0.7758515112524369
45,46,0.10243219882249832,0.06885344535112381,0.928158963018605,0.7745971232942804
46,47,0.0981685072183609,0.06792660057544708,0.9307865590240114,0.7776313086995996
47,48,0.09843119233846664,0.0665215477347374,0.931451506664896,0.7822309552593687
48,49,0.0954383984208107,0.06766010075807571,0.9325977483067855,0.778503736739898
49,50,0.10334696620702744,0.11139559000730515,0.927314397599005,0.6353285323154396
50,51,0.11157672852277756,0.07268153131008148,0.9231276089445416,0.76206526591653
51,52,0.10037717968225479,0.07056619971990585,0.930020767007612,0.768990155606325
52,53,0.10652752965688705,0.07183287292718887,0.9261945683721995,0.7648434985905459
53,54,0.10039734840393066,0.06971857696771622,0.9292216032251241,0.771764986299557
54,55,0.09436924010515213,0.06422539055347443,0.9332084291818042,0.7897478087095391
55,56,0.09381286054849625,0.06975362449884415,0.9340871945175226,0.7716502511311518
56,57,0.09585044533014297,0.07495028525590897,0.932508987104481,0.7546381310082627
57,58,0.10421721637248993,0.06694307178258896,0.9268027523359914,0.780851041143082
58,59,0.10606105625629425,0.06304090470075607,0.9237081750159631,0.7936254245536927
59,60,0.09766923636198044,0.06690659373998642,0.9312968198029496,0.7809704484752192
60,61,0.10288303345441818,0.09624111652374268,0.9290522288484219,0.6849391779507736
61,62,0.10851483792066574,0.06737371534109116,0.9230666632300819,0.7794412735402823
62,63,0.0928531289100647,0.06361155211925507,0.9354390105734595,0.7917573085362128
63,64,0.12278962880373001,0.10057060420513153,0.9138712206424532,0.6707658806212968
64,65,0.147120401263237,0.06494984775781631,0.8961097924568047,0.7873761939609212
65,66,0.15494045615196228,0.18577241897583008,0.8912641340949524,0.39184405403731914
66,67,0.14452619850635529,0.06179272383451462,0.899017397399003,0.7977115455099111
67,68,0.11689569801092148,0.06615311652421951,0.9186651450619627,0.783437097332448
68,69,0.10045429319143295,0.07126938551664352,0.928788140608616,0.7666881492440994
69,70,0.09810277074575424,0.06771911680698395,0.9310113872471403,0.7783105378059025
70,71,0.10364557802677155,0.06929220259189606,0.9272618983971644,0.7731607856909932
71,72,0.1021680012345314,0.06498453766107559,0.9279767646555671,0.7872626146125906
72,73,0.09968983381986618,0.06128118932247162,0.9290889117426111,0.7993861319915062
73,74,0.1027856320142746,0.06199246272444725,0.9274792228031704,0.7970576566349248
74,75,0.1539468616247177,0.09618080407381058,0.8908538518695759,0.6851365712669877
75,76,0.09553420543670654,0.08053076267242432,0.9325999723789022,0.7363695668738504
76,77,0.09253479540348053,0.06981061398983002,0.9347832219816012,0.7714636597594857
77,78,0.10336942225694656,0.06448053568601608,0.9259160901710212,0.7889125499912621
78,79,0.09283360093832016,0.08674345165491104,0.9346994695993173,0.7160313037156302
79,80,0.15675970911979675,0.16920945048332214,0.8917858141309918,0.44606553456419484
80,81,0.13811437785625458,0.1771688163280487,0.9026208317053773,0.42000929734710013
81,82,0.7040796279907227,1.2406014204025269,0.5088678970210291,-3.061309095400275
82,83,0.9644337892532349,0.13834689557552338,0.31400890069237253,0.5470990507111588
83,84,0.14725662767887115,0.1590312272310257,0.8963767042436818,0.4793856120726703
84,85,0.12070398032665253,0.07224477827548981,0.9136383200718639,0.7634950625588943
85,86,0.09899619966745377,0.06994522362947464,0.9311513593967478,0.7710230215524989
86,87,0.09444248676300049,0.06089600920677185,0.9336961463188326,0.8006470816797286
87,88,0.09646276384592056,0.08019992709159851,0.9324029742274785,0.7374525695201624
88,89,0.102418914437294,0.059240929782390594,0.927136268101478,0.8060652438838057
89,90,0.08877533674240112,0.06855139136314392,0.9372269350312814,0.7755859395726102
90,91,0.124569371342659,0.16908800601959229,0.9128330987440861,0.4464631066206568
91,92,0.20802749693393707,0.10830621421337128,0.852665776339677,0.6454421526409587
92,93,0.10562670975923538,0.05925575643777847,0.925120598963482,0.806016694201823
93,94,0.10266995429992676,0.09426765888929367,0.927688049317223,0.6913995901764092
94,95,0.11355534940958023,0.09076043963432312,0.920325519157951,0.7028810561732628
95,96,0.19250035285949707,0.34830939769744873,0.8672793790585104,-0.14024702639682318
96,97,0.5207080245018005,0.7442417144775391,0.6346779133636598,-1.436395339951917
97,98,0.682191014289856,0.2520674467086792,0.4972337212905916,0.17481655567830034
98,99,0.1892610341310501,0.22695443034172058,0.8692093003443413,0.25702798354584344
99,100,0.14485032856464386,0.2099142223596573,0.8973652508649456,0.3128119163193027
100,101,0.1595700979232788,0.09151622653007507,0.8874134766627755,0.7004068621012898
101,102,0.09293172508478165,0.06743541359901428,0.9351382595707569,0.7792392813762614
102,103,0.08537960052490234,0.07227063179016113,0.9404638342402224,0.763410400155734
103,104,0.10650192946195602,0.20104512572288513,0.9268276980985151,0.3418462699160669
104,105,0.16027875244617462,0.06507521122694016,0.8873160346600291,0.7869657952440647
105,106,0.10786360502243042,0.06188132241368294,0.9244799347596593,0.7974215099813806
106,107,0.11112148314714432,0.16029047966003418,0.9233153611334123,0.47526324223956584
107,108,0.24167166650295258,0.24584443867206573,0.8328337193068457,0.19518854210006853
