,number,value,datetime_start,datetime_complete,duration,params_batcher,params_hidden_dim,params_k,params_learning_rate,state
0,0,0.977835170258216,2023-12-06 14:14:41.071680,2023-12-06 14:16:16.162481,0 days 00:01:35.090801,False,512,1,0.00011521278895657964,COMPLETE
1,1,-1.2182537060438932,2023-12-06 14:16:16.164481,2023-12-06 14:17:46.148148,0 days 00:01:29.983667,False,512,4,1.3043904324244627e-05,COMPLETE
2,2,-45.13049526861947,2023-12-06 14:17:46.150148,2023-12-06 14:19:11.420434,0 days 00:01:25.270286,True,448,1,0.0001684222214709156,COMPLETE
3,3,0.7065345424868887,2023-12-06 14:19:11.421433,2023-12-06 14:20:37.669756,0 days 00:01:26.248323,True,432,3,8.67418895440181e-05,COMPLETE
4,4,-0.18986505702947146,2023-12-06 14:20:37.671758,2023-12-06 14:22:01.657309,0 days 00:01:23.985551,False,304,4,0.0001162284635684981,COMPLETE
5,5,-0.2430486068742161,2023-12-06 14:22:01.658308,2023-12-06 14:23:25.019915,0 days 00:01:23.361607,True,352,5,0.00012346798379056333,COMPLETE
6,6,0.9327392474518257,2023-12-06 14:23:25.021916,2023-12-06 14:24:47.782347,0 days 00:01:22.760431,False,208,3,0.00035743117484926014,COMPLETE
7,7,0.4347132356009139,2023-12-06 14:24:47.783347,2023-12-06 14:26:09.530266,0 days 00:01:21.746919,True,176,2,6.817932216043234e-05,COMPLETE
8,8,-1.7269413432175007,2023-12-06 14:26:09.531266,2023-12-06 14:27:32.832712,0 days 00:01:23.301446,True,448,2,0.002312844948170743,COMPLETE
9,9,-1.145650025578293,2023-12-06 14:27:32.834712,2023-12-06 14:28:51.067520,0 days 00:01:18.232808,True,144,2,1.6578385322324828e-05,COMPLETE
10,10,-0.00044210276989935514,2023-12-06 14:28:51.069519,2023-12-06 14:30:11.146129,0 days 00:01:20.076610,False,80,1,0.007191176252757536,COMPLETE
11,11,-165.78746238934622,2023-12-06 14:30:11.148175,2023-12-06 14:31:35.132161,0 days 00:01:23.983986,False,224,3,0.0005451917321789581,COMPLETE
12,12,0.9832775285784818,2023-12-06 14:31:35.133158,2023-12-06 14:33:02.444077,0 days 00:01:27.310919,False,32,1,0.0005202071253481668,COMPLETE
13,13,0.9918005891840395,2023-12-06 14:33:02.446075,2023-12-06 14:34:55.821847,0 days 00:01:53.375772,False,32,1,0.0008357199232677771,COMPLETE
14,14,-1168.4173374961606,2023-12-06 14:34:55.824848,2023-12-06 14:36:52.569780,0 days 00:01:56.744932,False,16,1,0.000925499132793952,COMPLETE
15,15,0.916381740730747,2023-12-06 14:36:52.571884,2023-12-06 14:38:46.251400,0 days 00:01:53.679516,False,32,2,0.0013126929810828346,COMPLETE
16,16,0.8328745758347443,2023-12-06 14:38:46.252400,2023-12-06 14:40:20.483624,0 days 00:01:34.231224,False,112,1,0.0023996467226407594,COMPLETE
17,17,0.7010164677299215,2023-12-06 14:40:20.484624,2023-12-06 14:41:50.907846,0 days 00:01:30.423222,False,80,2,0.0004047070465667412,COMPLETE
18,18,0.9908092286348775,2023-12-06 14:41:50.909846,2023-12-06 14:43:24.417244,0 days 00:01:33.507398,False,16,4,0.0010963323470728906,COMPLETE
19,19,-2385.8040276700563,2023-12-06 14:43:24.419288,2023-12-06 14:45:22.209907,0 days 00:01:57.790619,False,288,5,0.008894674010505775,COMPLETE
20,20,-8.782285573013317,2023-12-06 14:45:22.211904,2023-12-06 14:47:21.566185,0 days 00:01:59.354281,False,96,4,0.0009980940808588098,COMPLETE
21,21,0.6270075354467689,2023-12-06 14:47:21.568156,2023-12-06 14:49:14.305685,0 days 00:01:52.737529,False,32,4,0.000578426543822921,COMPLETE
22,22,-3.78014067816139,2023-12-06 14:49:14.307687,2023-12-06 14:51:10.897421,0 days 00:01:56.589734,False,16,5,0.0002497446575260027,COMPLETE
23,23,0.9870534602383755,2023-12-06 14:51:10.899420,2023-12-06 14:53:09.512723,0 days 00:01:58.613303,False,64,3,0.0016712418508772915,COMPLETE
24,24,0.422821938092348,2023-12-06 14:53:09.513723,2023-12-06 14:54:42.560855,0 days 00:01:33.047132,False,64,3,0.002312665739331292,COMPLETE
25,25,0.8325768541974075,2023-12-06 14:54:42.561854,2023-12-06 14:56:19.435305,0 days 00:01:36.873451,False,128,4,0.003919175832880415,COMPLETE
26,26,-4.825899545024648,2023-12-06 14:56:19.437305,2023-12-06 14:58:18.542317,0 days 00:01:59.105012,False,144,4,0.0016314445461267017,COMPLETE
