,number,value,datetime_start,datetime_complete,duration,params_batcher,params_hidden_dim,params_k,params_learning_rate,state
0,0,-2.680610472404536,2024-05-25 11:29:10.715062,2024-05-25 11:29:14.634671,0 days 00:00:03.919609,True,128,3,0.0007297245197178391,COMPLETE
1,1,-266.9170577248465,2024-05-25 11:29:14.635671,2024-05-25 11:29:15.177720,0 days 00:00:00.542049,True,352,2,1.1536985000251613e-05,COMPLETE
2,2,-2.8488131946788386,2024-05-25 11:29:15.178721,2024-05-25 11:29:15.645694,0 days 00:00:00.466973,True,112,2,0.0009184716920136767,COMPLETE
3,3,-3.642423898190845,2024-05-25 11:29:15.646699,2024-05-25 11:29:16.124481,0 days 00:00:00.477782,True,304,1,0.00018486519701524216,COMPLETE
4,4,-130859.29755165361,2024-05-25 11:29:16.125481,2024-05-25 11:29:16.650980,0 days 00:00:00.525499,True,512,2,0.008041483047053462,COMPLETE
5,5,-440.6165467134456,2024-05-25 11:29:16.651980,2024-05-25 11:29:17.138697,0 days 00:00:00.486717,False,416,1,0.008622269332987638,COMPLETE
6,6,-189.25553324535173,2024-05-25 11:29:17.139696,2024-05-25 11:29:17.692280,0 days 00:00:00.552584,True,192,4,9.214034899742071e-05,COMPLETE
7,7,-10.095660145243533,2024-05-25 11:29:17.693280,2024-05-25 11:29:18.187552,0 days 00:00:00.494272,True,432,2,0.00012831167397883028,COMPLETE
8,8,-28.10715266160732,2024-05-25 11:29:18.188552,2024-05-25 11:29:18.702662,0 days 00:00:00.514110,True,224,3,0.00012432441109013785,COMPLETE
9,9,-683.2694287520219,2024-05-25 11:29:18.703662,2024-05-25 11:29:19.270426,0 days 00:00:00.566764,False,176,5,0.00789267311923283,COMPLETE
10,10,-16.4795766451055,2024-05-25 11:29:19.271426,2024-05-25 11:29:19.817962,0 days 00:00:00.546536,False,32,4,0.0009447926184055788,COMPLETE
11,11,-4.529674097624114,2024-05-25 11:29:19.818964,2024-05-25 11:29:20.334056,0 days 00:00:00.515092,True,64,3,0.0010106955686943599,COMPLETE
12,12,-7.893280709824455,2024-05-25 11:29:20.335056,2024-05-25 11:29:20.823497,0 days 00:00:00.488441,True,112,3,0.0009473691782844213,COMPLETE
13,13,-3.123328118836464,2024-05-25 11:29:20.825494,2024-05-25 11:29:21.345029,0 days 00:00:00.519535,True,112,4,0.0020929386664828545,COMPLETE
14,14,-4.280685504740217,2024-05-25 11:29:21.346029,2024-05-25 11:29:21.834348,0 days 00:00:00.488319,False,128,2,0.0004271235610954056,COMPLETE
15,15,-20.911014041193674,2024-05-25 11:29:21.835348,2024-05-25 11:29:22.316551,0 days 00:00:00.481203,True,224,1,0.0003573113740004154,COMPLETE
16,16,-6.098456415340168,2024-05-25 11:29:22.317551,2024-05-25 11:29:22.889540,0 days 00:00:00.571989,True,48,5,0.002584966374502154,COMPLETE
17,17,-7.134945464875355,2024-05-25 11:29:22.890540,2024-05-25 11:29:23.401240,0 days 00:00:00.510700,True,288,2,0.0028191220472265515,COMPLETE
18,18,-16.308979569601952,2024-05-25 11:29:23.402240,2024-05-25 11:29:23.901217,0 days 00:00:00.498977,False,144,3,0.00042818226236427217,COMPLETE
19,19,-260.9129251633641,2024-05-25 11:29:23.902217,2024-05-25 11:29:24.421994,0 days 00:00:00.519777,True,80,3,5.4793760445364314e-05,COMPLETE
20,20,-263.54028338612505,2024-05-25 11:29:24.422994,2024-05-25 11:29:24.982112,0 days 00:00:00.559118,True,16,4,0.0008011905265706658,COMPLETE
21,21,-1.5358312270299215,2024-05-25 11:29:24.983109,2024-05-25 11:29:25.563785,0 days 00:00:00.580676,True,112,4,0.0026953888948475133,COMPLETE
22,22,-3.775183863282797,2024-05-25 11:29:25.564835,2024-05-25 11:29:26.089626,0 days 00:00:00.524791,True,176,4,0.001797933025104143,COMPLETE
23,23,-7.780815122891454,2024-05-25 11:29:26.090626,2024-05-25 11:29:26.646779,0 days 00:00:00.556153,True,80,5,0.0028115450655655507,COMPLETE
24,24,-2.0679978989057597,2024-05-25 11:29:26.647779,2024-05-25 11:29:27.188446,0 days 00:00:00.540667,True,240,4,0.004737228921726666,COMPLETE
25,25,-1.7975845290678687,2024-05-25 11:29:27.189446,2024-05-25 11:29:27.728957,0 days 00:00:00.539511,True,256,4,0.0037160140439906537,COMPLETE
26,26,-507.9033735765612,2024-05-25 11:29:27.729957,2024-05-25 11:29:28.296282,0 days 00:00:00.566325,False,336,4,0.005389347056188588,COMPLETE
27,27,-4.943393801513644,2024-05-25 11:29:28.297282,2024-05-25 11:29:28.854089,0 days 00:00:00.556807,True,256,5,0.004604239228973163,COMPLETE
28,28,-10.113437353632062,2024-05-25 11:29:28.855091,2024-05-25 11:29:29.373549,0 days 00:00:00.518458,True,240,4,0.004568847251746798,COMPLETE
29,29,-2.934839580053528,2024-05-25 11:29:29.374549,2024-05-25 11:29:29.966274,0 days 00:00:00.591725,True,368,5,0.0014951024104275124,COMPLETE
30,30,-5.565247612808192,2024-05-25 11:29:29.967274,2024-05-25 11:29:30.489046,0 days 00:00:00.521772,True,288,4,0.003849032186337657,COMPLETE
31,31,-3.758280449895184,2024-05-25 11:29:30.490046,2024-05-25 11:29:30.983360,0 days 00:00:00.493314,True,192,3,0.001521657199482937,COMPLETE
32,32,-2.9064181576007853,2024-05-25 11:29:30.984360,2024-05-25 11:29:31.511078,0 days 00:00:00.526718,True,160,4,0.0036355675116227777,COMPLETE
33,33,-59.995230006567134,2024-05-25 11:29:31.512084,2024-05-25 11:29:32.090294,0 days 00:00:00.578210,True,320,3,0.006202827552697775,COMPLETE
34,34,-1928664.8490140669,2024-05-25 11:29:32.092296,2024-05-25 11:29:32.624684,0 days 00:00:00.532388,True,368,3,0.009078152252945247,COMPLETE
35,35,-6.596382865818223,2024-05-25 11:29:32.625684,2024-05-25 11:29:33.164639,0 days 00:00:00.538955,True,208,4,0.0035452238451095467,COMPLETE
36,36,-5.682704912078977,2024-05-25 11:29:33.165640,2024-05-25 11:29:33.693813,0 days 00:00:00.528173,True,256,4,0.005952119754242226,COMPLETE
37,37,-2.097374846942421,2024-05-25 11:29:33.694815,2024-05-25 11:29:34.258579,0 days 00:00:00.563764,True,512,3,0.0021677896379370893,COMPLETE
38,38,-2.662742634303712,2024-05-25 11:29:34.259579,2024-05-25 11:29:34.822330,0 days 00:00:00.562751,True,480,5,0.0020714093214451606,COMPLETE
39,39,-3.7827671816499873,2024-05-25 11:29:34.823330,2024-05-25 11:29:35.364890,0 days 00:00:00.541560,False,416,4,0.001413953985428553,COMPLETE
40,40,-3867274152.04621,2024-05-25 11:29:35.365889,2024-05-25 11:29:35.900813,0 days 00:00:00.534924,True,512,3,0.00914616118623708,COMPLETE
41,41,-6.876504761654482,2024-05-25 11:29:35.902813,2024-05-25 11:29:36.463476,0 days 00:00:00.560663,True,464,5,0.0023538281707980507,COMPLETE
42,42,-157.31437557298216,2024-05-25 11:29:36.464482,2024-05-25 11:29:37.005003,0 days 00:00:00.540521,True,480,5,0.003243902685645501,COMPLETE
43,43,-35.14896599733318,2024-05-25 11:29:37.007003,2024-05-25 11:29:37.568649,0 days 00:00:00.561646,True,480,5,0.002051654670711062,COMPLETE
44,44,-4329796.639031415,2024-05-25 11:29:37.569649,2024-05-25 11:29:38.139130,0 days 00:00:00.569481,True,448,5,0.005431623752496513,COMPLETE
45,45,-1.4785348831895302,2024-05-25 11:29:38.140130,2024-05-25 11:29:38.669690,0 days 00:00:00.529560,True,368,4,0.0012443753676963198,COMPLETE
46,46,-5.336034965350406,2024-05-25 11:29:38.670690,2024-05-25 11:29:39.217761,0 days 00:00:00.547071,True,416,4,0.0011631398917940582,COMPLETE
47,47,-5.615707936129582,2024-05-25 11:29:39.219761,2024-05-25 11:29:39.733324,0 days 00:00:00.513563,False,384,4,0.0012363682170407197,COMPLETE
48,48,-6.8318246964785745,2024-05-25 11:29:39.734323,2024-05-25 11:29:40.274575,0 days 00:00:00.540252,True,288,4,0.0006617138580147241,COMPLETE
49,49,-8.619350981115165,2024-05-25 11:29:40.275575,2024-05-25 11:29:40.767136,0 days 00:00:00.491561,True,320,3,0.006928381625388867,COMPLETE
