,epoch,train_loss,test_loss,train_r2,test_r2
0,1,2399867.75,587.2792358398438,-6137934.851350185,-1408.3409945484557
1,2,189.95057678222656,44.957672119140625,-480.4077068118553,-106.88852981351042
2,3,27.159149169921875,5.720639705657959,-67.73835328413189,-12.728277880276622
3,4,11.401968002319336,14.490025520324707,-28.111819760600586,-33.77287722344605
4,5,6.706157684326172,5.506303310394287,-15.735233254681763,-12.213916522363885
5,6,3.040034055709839,0.21133629977703094,-6.568739790891964,0.4928393455540817
6,7,1.1865206956863403,0.9955210089683533,-2.0216613112470685,-1.3890313409620765
7,8,0.7635789513587952,0.8474200963973999,-0.911998242327374,-1.0336217856054541
8,9,0.4524771273136139,0.1446162611246109,-0.13369633960908378,0.6529527865071347
9,10,0.26355090737342834,0.2867451608181,0.33969357440089665,0.31187469693011405
10,11,0.19606807827949524,0.16703858971595764,0.5070762600127925,0.5991440921803165
11,12,0.15582537651062012,0.12807174026966095,0.610830465166337,0.6926560016901082
12,13,0.1334240585565567,0.14122366905212402,0.6661325033662897,0.6610942574153431
13,14,0.12385541200637817,0.13272780179977417,0.6895771082450439,0.6814824587583236
14,15,0.117531418800354,0.11594589054584503,0.7057734569636087,0.7217553542952531
15,16,0.11124328523874283,0.11393481492996216,0.7218543664023399,0.7265815177820361
16,17,0.10967686027288437,0.11293832957744598,0.7262136126296521,0.7289728328829443
17,18,0.1089295893907547,0.11136380583047867,0.7280062900225812,0.7327513290740812
18,19,0.10744917392730713,0.1098855584859848,0.7315235072692129,0.7362988209623069
19,20,0.10622714459896088,0.11600198596715927,0.7350096171620486,0.7216207462339996
20,21,0.10696808248758316,0.10820396989583969,0.7328161629470515,0.7403342703945868
21,22,0.10452760756015778,0.108109250664711,0.7386016530292774,0.7405615584708352
22,23,0.1035330668091774,0.10632268339395523,0.74160636460807,0.7448489410041774
23,24,0.1052662804722786,0.10955186188220978,0.7366987407192955,0.7370996223866269
24,25,0.10620909184217453,0.11210654675960541,0.7344029448073024,0.7309689341150991
25,26,0.10592570155858994,0.10614050924777985,0.7354060850776887,0.7452861146120215
26,27,0.105337955057621,0.1105528473854065,0.7366345824451479,0.734697501567303
27,28,0.10226898640394211,0.10347965359687805,0.7442155211052945,0.7516715871500672
28,29,0.09952397644519806,0.10255540162324905,0.7518312594841559,0.7538895836215359
29,30,0.09910278767347336,0.10105659812688828,0.7523557256438331,0.7574863766708508
30,31,0.0980977863073349,0.10253116488456726,0.7550737416406708,0.7539477481893548
31,32,0.09694804251194,0.0985482782125473,0.7575654256950127,0.7635058008902222
32,33,0.09541361778974533,0.09698400646448135,0.76163635650089,0.7672597059534134
33,34,0.09497039765119553,0.09598848223686218,0.7628478699227987,0.7696487350766233
34,35,0.09377414733171463,0.0955260843038559,0.7659132633024083,0.7707584077994453
35,36,0.09807322174310684,0.09390382468700409,0.7553956521228196,0.7746514697951383
36,37,0.11442457884550095,0.10322130471467972,0.7164281714680398,0.7522915794119157
37,38,0.11179913580417633,0.10107379406690598,0.7213703055029834,0.757445140754605
38,39,0.10732320696115494,0.0938931554555893,0.7327278908002399,0.7746770673513267
39,40,0.10488025844097137,0.09626714140176773,0.7384205567605143,0.768980008261504
40,41,0.09823041409254074,0.09671612083911896,0.7547374320465869,0.7679025710689541
41,42,0.09542608261108398,0.09755365550518036,0.7612643671749308,0.7658926731849137
42,43,0.09464889019727707,0.0929562970995903,0.763890094623874,0.7769253426619933
43,44,0.09515836089849472,0.10538484901189804,0.7624677422934686,0.7470995412763274
44,45,0.09656313806772232,0.09850383549928665,0.7584253792816471,0.7636124640532892
45,46,0.09345797449350357,0.0927373617887497,0.7661731289534904,0.7774507198841448
46,47,0.09213311225175858,0.09242577850818634,0.770170261796581,0.7781984522288399
47,48,0.09177429974079132,0.0939348116517067,0.771056266225596,0.7745770894144381
48,49,0.09217673540115356,0.0991799384355545,0.7699567829593343,0.7619899509100714
49,50,0.09880061447620392,0.09801264107227325,0.7530498536373058,0.7647912092075813
50,51,0.0991578921675682,0.0922001525759697,0.7536235953705808,0.7787399090818927
51,52,0.09278643131256104,0.09214320033788681,0.7676961892728705,0.7788765752715179
52,53,0.09138355404138565,0.09275703132152557,0.7715755761893803,0.7774035208690412
53,54,0.09108712524175644,0.09319556504487991,0.7726713822463375,0.7763511276072775
54,55,0.09088829904794693,0.1023954227566719,0.7726664352735504,0.7542734865024524
55,56,0.0961972251534462,0.09709585458040237,0.7598026104130498,0.7669912845169004
56,57,0.0908781960606575,0.09146711975336075,0.7726465080720387,0.7804990141039978
57,58,0.09034258872270584,0.09303336590528488,0.7746885646517794,0.7767403904236205
58,59,0.09452491253614426,0.10443449020385742,0.7634890567373238,0.7493801878684351
59,60,0.09482687711715698,0.09857944399118423,0.7631283623952374,0.7634310269764277
60,61,0.09140997380018234,0.09401535242795944,0.7719549987854448,0.7743838474709555
61,62,0.09136426448822021,0.09090813249349594,0.771498350285385,0.7818404911847905
62,63,0.0904013141989708,0.0910412073135376,0.774100146039489,0.7815211261717527
63,64,0.08999060094356537,0.08963733166456223,0.7755206464983254,0.7848901149558086
64,65,0.09457383304834366,0.09118027985095978,0.763687451648406,0.7811873677183631
65,66,0.09282253682613373,0.08965305238962173,0.7684368220341871,0.784852369765767
66,67,0.0973665863275528,0.11216912418603897,0.7573542354457318,0.7308187553957364
67,68,0.10318952053785324,0.09060362726449966,0.7417722627140285,0.7825712320830113
68,69,0.0951908603310585,0.09074174612760544,0.7624254810500655,0.7822397474727402
69,70,0.09221916645765305,0.09281101077795029,0.7695723847091539,0.7772739846184427
70,71,0.09008292108774185,0.08907373249530792,0.7747298309183912,0.7862426168856613
71,72,0.09447859227657318,0.1027427390217781,0.7643223248712143,0.7534400407484614
