,number,value,datetime_start,datetime_complete,duration,params_batcher,params_learning_rate,params_n_dim_0,params_n_dim_1,params_n_dim_2,params_n_dim_3,params_n_layers,state
0,0,-939.4449011030545,2023-12-08 19:56:49.744254,2023-12-08 19:57:58.943975,0 days 00:01:09.199721,False,2.4006605088264315e-05,,,,,1,COMPLETE
1,1,0.9201144923544472,2023-12-08 19:57:58.945480,2023-12-08 19:59:19.023901,0 days 00:01:20.078421,False,0.002104284711699982,219.0,401.0,355.0,,4,COMPLETE
2,2,-1004.7290627621171,2023-12-08 19:59:19.025902,2023-12-08 20:00:40.961248,0 days 00:01:21.935346,False,3.064636911462103e-05,89.0,304.0,315.0,1.0,5,COMPLETE
3,3,0.8962070188960141,2023-12-08 20:00:40.963248,2023-12-08 20:02:05.507228,0 days 00:01:24.543980,False,0.00029349149611142326,208.0,,,,2,COMPLETE
4,4,0.9055881370849903,2023-12-08 20:02:05.509229,2023-12-08 20:03:23.213526,0 days 00:01:17.704297,True,0.0007282096147110321,250.0,,,,2,COMPLETE
5,5,-993.624634550896,2023-12-08 20:03:23.214525,2023-12-08 20:04:44.712978,0 days 00:01:21.498453,False,1.1311738324281564e-05,290.0,4.0,124.0,,4,COMPLETE
6,6,-465.6051316576466,2023-12-08 20:04:44.714482,2023-12-08 20:06:09.097474,0 days 00:01:24.382992,False,4.089666520723408e-05,10.0,306.0,481.0,,4,COMPLETE
7,7,0.8485639115971821,2023-12-08 20:06:09.098474,2023-12-08 20:07:29.723515,0 days 00:01:20.625041,False,0.000131484746754946,234.0,113.0,,,3,COMPLETE
8,8,0.6371897439994275,2023-12-08 20:07:29.725521,2023-12-08 20:08:49.208941,0 days 00:01:19.483420,False,0.00010105382081448794,21.0,408.0,106.0,321.0,5,COMPLETE
9,9,0.9298934646097419,2023-12-08 20:08:49.209941,2023-12-08 20:10:12.048462,0 days 00:01:22.838521,False,0.0021640628309100973,300.0,170.0,,,3,COMPLETE
10,10,0.939308391074331,2023-12-08 20:10:12.049461,2023-12-08 20:11:25.546478,0 days 00:01:13.497017,True,0.006810065904661181,492.0,151.0,,,3,COMPLETE
11,11,0.9126776964599028,2023-12-08 20:11:25.547477,2023-12-08 20:12:43.790839,0 days 00:01:18.243362,True,0.007335143865807707,512.0,144.0,,,3,COMPLETE
12,12,0.9258175994473129,2023-12-08 20:12:43.791838,2023-12-08 20:14:07.974804,0 days 00:01:24.182966,True,0.008634350702532705,501.0,,,,2,COMPLETE
13,13,0.9339033673525897,2023-12-08 20:14:07.976806,2023-12-08 20:15:29.367968,0 days 00:01:21.391162,True,0.002305902761577434,376.0,173.0,,,3,COMPLETE
14,14,0.8371002559445596,2023-12-08 20:15:29.367968,2023-12-08 20:16:52.627778,0 days 00:01:23.259810,True,0.003248121941145798,,,,,1,COMPLETE
15,15,0.9014414043379565,2023-12-08 20:16:52.631152,2023-12-08 20:18:17.919068,0 days 00:01:25.287916,True,0.0008565111539130362,405.0,,,,2,COMPLETE
16,16,0.933645010618085,2023-12-08 20:18:17.920070,2023-12-08 20:19:46.620148,0 days 00:01:28.700078,True,0.004376516836814639,405.0,202.0,7.0,,4,COMPLETE
17,17,0.9579897192771221,2023-12-08 20:19:46.622146,2023-12-08 20:21:13.501529,0 days 00:01:26.879383,True,0.00949924946536999,408.0,49.0,,,3,COMPLETE
18,18,0.9407069163061085,2023-12-08 20:21:13.502529,2023-12-08 20:22:37.895408,0 days 00:01:24.392879,True,0.009645617348184962,454.0,28.0,,,3,COMPLETE
19,19,0.9644312023521735,2023-12-08 20:22:37.897914,2023-12-08 20:23:44.097088,0 days 00:01:06.199174,True,0.008466422572167911,353.0,7.0,484.0,,4,COMPLETE
20,20,0.913752896172982,2023-12-08 20:23:44.098597,2023-12-08 20:24:48.313528,0 days 00:01:04.214931,True,0.001352962385907345,342.0,70.0,487.0,483.0,5,COMPLETE
21,21,0.9260372462564831,2023-12-08 20:24:48.314529,2023-12-08 20:25:53.679281,0 days 00:01:05.364752,True,0.009084596244391166,442.0,8.0,387.0,,4,COMPLETE
22,22,0.9493676934382214,2023-12-08 20:25:53.680598,2023-12-08 20:26:58.311121,0 days 00:01:04.630523,True,0.004264048908737209,433.0,69.0,242.0,,4,COMPLETE
23,23,0.9350138597220065,2023-12-08 20:26:58.312120,2023-12-08 20:28:03.292885,0 days 00:01:04.980765,True,0.003939209439550552,345.0,77.0,226.0,,4,COMPLETE
24,24,0.9292304199889626,2023-12-08 20:28:03.294886,2023-12-08 20:29:08.187096,0 days 00:01:04.892210,True,0.004936838880993335,433.0,72.0,231.0,19.0,5,COMPLETE
25,25,0.9386613848508476,2023-12-08 20:29:08.189096,2023-12-08 20:30:11.228664,0 days 00:01:03.039568,True,0.003694798812389439,339.0,223.0,164.0,,4,COMPLETE
26,26,0.9209501390116273,2023-12-08 20:30:11.229664,2023-12-08 20:31:13.541077,0 days 00:01:02.311413,True,0.005855660600003501,394.0,68.0,422.0,,4,COMPLETE
27,27,0.8903487036898821,2023-12-08 20:31:13.542076,2023-12-08 20:32:29.133305,0 days 00:01:15.591229,True,0.0011312910329665349,162.0,492.0,301.0,219.0,5,COMPLETE
28,28,0.9158249102204771,2023-12-08 20:32:29.135814,2023-12-08 20:33:38.233005,0 days 00:01:09.097191,True,0.005649250885136129,293.0,101.0,272.0,,4,COMPLETE
29,29,0.8632748630248426,2023-12-08 20:33:38.235517,2023-12-08 20:34:38.756377,0 days 00:01:00.520860,True,0.009727147668432579,,,,,1,COMPLETE
30,30,0.9269484892311001,2023-12-08 20:34:38.757376,2023-12-08 20:35:41.142471,0 days 00:01:02.385095,True,0.0028696278560047324,460.0,33.0,,,3,COMPLETE
31,31,0.9471680201084693,2023-12-08 20:35:41.144475,2023-12-08 20:36:43.185047,0 days 00:01:02.040572,True,0.009744117606332267,452.0,29.0,,,3,COMPLETE
32,32,0.936504448817457,2023-12-08 20:36:43.186047,2023-12-08 20:37:44.497169,0 days 00:01:01.311122,True,0.005258790065671598,374.0,42.0,,,3,COMPLETE
33,33,0.9316339644760653,2023-12-08 20:37:44.498171,2023-12-08 20:38:46.274767,0 days 00:01:01.776596,True,0.0030601912282606967,475.0,113.0,,,3,COMPLETE
34,34,0.918931861048647,2023-12-08 20:38:46.275766,2023-12-08 20:39:48.319923,0 days 00:01:02.044157,True,0.0016960436985858178,413.0,,,,2,COMPLETE
35,35,0.933303415558765,2023-12-08 20:39:48.321922,2023-12-08 20:40:50.873147,0 days 00:01:02.551225,True,0.006197729785092861,359.0,6.0,184.0,,4,COMPLETE
36,36,0.9510954839661515,2023-12-08 20:40:50.875144,2023-12-08 20:42:05.276247,0 days 00:01:14.401103,True,0.009750329810546953,433.0,,,,2,COMPLETE
37,37,0.9329203790126386,2023-12-08 20:42:05.277248,2023-12-08 20:43:07.447300,0 days 00:01:02.170052,True,0.004306233412929154,314.0,,,,2,COMPLETE
38,38,0.8367455839560185,2023-12-08 20:43:07.448805,2023-12-08 20:44:09.837065,0 days 00:01:02.388260,False,0.0024149644799878163,,,,,1,COMPLETE
39,39,0.8903655082640007,2023-12-08 20:44:09.838065,2023-12-08 20:45:12.109962,0 days 00:01:02.271897,True,0.00048282096525936014,196.0,,,,2,COMPLETE
40,40,0.9223327712212246,2023-12-08 20:45:12.110962,2023-12-08 20:46:16.276673,0 days 00:01:04.165711,False,0.0018330274495553574,267.0,277.0,61.0,481.0,5,COMPLETE
41,41,0.9225520905232324,2023-12-08 20:46:16.278672,2023-12-08 20:47:21.256736,0 days 00:01:04.978064,True,0.009983098192843832,431.0,49.0,,,3,COMPLETE
42,42,0.9432786198089282,2023-12-08 20:47:21.257736,2023-12-08 20:48:25.489380,0 days 00:01:04.231644,True,0.006690925968317369,467.0,,,,2,COMPLETE
43,43,0.9449682497355081,2023-12-08 20:48:25.491384,2023-12-08 20:49:29.475716,0 days 00:01:03.984332,True,0.006817193921378128,427.0,105.0,,,3,COMPLETE
44,44,0.9273426187161439,2023-12-08 20:49:29.476716,2023-12-08 20:50:33.488535,0 days 00:01:04.011819,True,0.004751945407738815,386.0,36.0,450.0,,4,COMPLETE
45,45,0.9463485814839651,2023-12-08 20:50:33.490050,2023-12-08 20:51:42.705192,0 days 00:01:09.215142,False,0.006804174894193472,478.0,2.0,,,3,COMPLETE
46,46,0.922930934762723,2023-12-08 20:51:42.706191,2023-12-08 20:53:01.047796,0 days 00:01:18.341605,True,0.0035434556911161223,318.0,128.0,357.0,,4,COMPLETE
47,47,0.9531950401763737,2023-12-08 20:53:01.049807,2023-12-08 20:54:04.716529,0 days 00:01:03.666722,True,0.007341340042405144,421.0,83.0,,,3,COMPLETE
48,48,0.9277897327529987,2023-12-08 20:54:04.717491,2023-12-08 20:55:17.437431,0 days 00:01:12.719940,False,0.002501628247537146,373.0,,,,2,COMPLETE
49,49,0.9182492560245666,2023-12-08 20:55:17.438429,2023-12-08 20:56:23.173768,0 days 00:01:05.735339,True,0.007366392845944377,64.0,86.0,190.0,,4,COMPLETE
50,50,0.8431844899871933,2023-12-08 20:56:23.174768,2023-12-08 20:57:26.527354,0 days 00:01:03.352586,True,0.004717900374040663,,,,,1,COMPLETE
51,51,0.9515136437270121,2023-12-08 20:57:26.528354,2023-12-08 20:58:31.482233,0 days 00:01:04.953879,True,0.007815579563335564,426.0,54.0,,,3,COMPLETE
52,52,0.9555405188504622,2023-12-08 20:58:31.483234,2023-12-08 20:59:36.995437,0 days 00:01:05.512203,True,0.008014696688191457,414.0,58.0,,,3,COMPLETE
53,53,0.9522257159835877,2023-12-08 20:59:36.996437,2023-12-08 21:00:42.203493,0 days 00:01:05.207056,True,0.007916508559622823,412.0,339.0,,,3,COMPLETE
54,54,0.9076583233057225,2023-12-08 21:00:42.204495,2023-12-08 21:01:46.784264,0 days 00:01:04.579769,True,0.00707129359545054,414.0,342.0,,,3,COMPLETE
55,55,0.9419107095566295,2023-12-08 21:01:46.785263,2023-12-08 21:02:49.385295,0 days 00:01:02.600032,True,0.0032327663425095288,397.0,361.0,,,3,COMPLETE
56,56,0.9263613426464536,2023-12-08 21:02:49.386295,2023-12-08 21:04:03.868930,0 days 00:01:14.482635,True,0.008176769148566139,488.0,394.0,,,3,COMPLETE
57,57,0.9372328392377993,2023-12-08 21:04:03.869935,2023-12-08 21:05:23.252655,0 days 00:01:19.382720,True,0.005520320767696093,361.0,463.0,,,3,COMPLETE
58,58,0.9325296908836649,2023-12-08 21:05:23.254654,2023-12-08 21:06:43.300820,0 days 00:01:20.046166,True,0.004003670206439472,411.0,308.0,,,3,COMPLETE
59,59,0.9228185735630141,2023-12-08 21:06:43.301818,2023-12-08 21:07:59.605955,0 days 00:01:16.304137,False,0.008264514954164463,326.0,233.0,,,3,COMPLETE
60,60,0.9537553843514635,2023-12-08 21:07:59.607956,2023-12-08 21:09:09.804549,0 days 00:01:10.196593,True,0.005243961094356972,512.0,178.0,,,3,COMPLETE
61,61,0.9254871203957284,2023-12-08 21:09:09.806550,2023-12-08 21:10:21.379740,0 days 00:01:11.573190,True,0.006096213441445701,505.0,177.0,,,3,COMPLETE
62,62,0.910466308837964,2023-12-08 21:10:21.381743,2023-12-08 21:11:35.219616,0 days 00:01:13.837873,True,0.007704307967957096,456.0,129.0,,,3,COMPLETE
63,63,0.9339642385703808,2023-12-08 21:11:35.221616,2023-12-08 21:12:47.922717,0 days 00:01:12.701101,True,0.0050640533381528935,396.0,52.0,,,3,COMPLETE
64,64,0.9120379622668737,2023-12-08 21:12:47.924711,2023-12-08 21:14:01.702534,0 days 00:01:13.777823,True,0.008125407956984911,512.0,87.0,,,3,COMPLETE
65,65,0.9397059948982877,2023-12-08 21:14:01.704534,2023-12-08 21:15:14.487481,0 days 00:01:12.782947,True,0.003786625404393997,360.0,153.0,,,3,COMPLETE
66,66,0.9449775465605048,2023-12-08 21:15:14.488480,2023-12-08 21:16:23.830428,0 days 00:01:09.341948,True,0.005395549051098949,446.0,56.0,,,3,COMPLETE
67,67,0.9315768994598578,2023-12-08 21:16:23.832429,2023-12-08 21:17:36.604296,0 days 00:01:12.771867,True,0.007961295281468127,485.0,19.0,,,3,COMPLETE
68,68,0.9233583532922527,2023-12-08 21:17:36.605310,2023-12-08 21:18:54.544129,0 days 00:01:17.938819,True,0.005930743866591937,387.0,262.0,,,3,COMPLETE
69,69,0.9342570207689084,2023-12-08 21:18:54.546128,2023-12-08 21:20:08.693019,0 days 00:01:14.146891,True,0.0029441143553212415,423.0,203.0,,,3,COMPLETE
