,number,value,datetime_start,datetime_complete,duration,params_batcher,params_hidden_dim,params_k,params_learning_rate,state
0,0,0.14407992071313577,2023-12-21 14:16:24.168385,2023-12-21 14:18:05.449640,0 days 00:01:41.281255,False,32,3,0.0011136810491043211,COMPLETE
1,1,-860.6019694678884,2023-12-21 14:18:05.451151,2023-12-21 14:19:41.128180,0 days 00:01:35.677029,True,48,2,3.196509884869571e-05,COMPLETE
2,2,0.6126493377856084,2023-12-21 14:19:41.129684,2023-12-21 14:21:34.107881,0 days 00:01:52.978197,True,304,5,0.00019396014575997307,COMPLETE
3,3,0.2197909741910385,2023-12-21 14:21:34.110390,2023-12-21 14:22:57.487794,0 days 00:01:23.377404,False,32,3,0.005017222614420588,COMPLETE
4,4,0.2540733925035495,2023-12-21 14:22:57.489298,2023-12-21 14:24:22.947632,0 days 00:01:25.458334,False,80,4,0.0017972032052936781,COMPLETE
5,5,0.0879116520910526,2023-12-21 14:24:22.949631,2023-12-21 14:25:47.737127,0 days 00:01:24.787496,False,96,2,0.00036464845059186603,COMPLETE
6,6,-1005.4069163432329,2023-12-21 14:25:47.738632,2023-12-21 14:27:12.173795,0 days 00:01:24.435163,True,32,5,4.4234354352521945e-05,COMPLETE
7,7,0.1355811859534383,2023-12-21 14:27:12.175795,2023-12-21 14:28:53.787708,0 days 00:01:41.611913,True,448,3,1.207307429300756e-05,COMPLETE
8,8,0.390921518025658,2023-12-21 14:28:53.788707,2023-12-21 14:30:32.361230,0 days 00:01:38.572523,False,448,1,0.00029932733489134995,COMPLETE
9,9,0.35844269763384684,2023-12-21 14:30:32.362228,2023-12-21 14:32:03.667128,0 days 00:01:31.304900,True,240,4,9.613884895811608e-05,COMPLETE
10,10,0.5000780945987398,2023-12-21 14:32:03.668126,2023-12-21 14:33:39.780921,0 days 00:01:36.112795,True,304,5,0.0001251680169612211,COMPLETE
11,11,0.5759693432094852,2023-12-21 14:33:39.781874,2023-12-21 14:35:14.578827,0 days 00:01:34.796953,True,304,5,0.0001571259810652497,COMPLETE
12,12,0.6793440755345805,2023-12-21 14:35:14.579825,2023-12-21 14:36:50.281324,0 days 00:01:35.701499,True,304,5,0.00026503153112928323,COMPLETE
13,13,0.6183334340793797,2023-12-21 14:36:50.282323,2023-12-21 14:38:19.520149,0 days 00:01:29.237826,True,192,4,0.0006417923433188234,COMPLETE
14,14,0.7303201619341939,2023-12-21 14:38:19.521147,2023-12-21 14:39:49.691746,0 days 00:01:30.170599,True,208,4,0.0007172428855325434,COMPLETE
15,15,0.5989893590491457,2023-12-21 14:39:49.693745,2023-12-21 14:41:20.943621,0 days 00:01:31.249876,True,160,4,0.0005955647765270821,COMPLETE
16,16,0.1292833906704031,2023-12-21 14:41:20.946130,2023-12-21 14:42:56.486235,0 days 00:01:35.540105,True,384,4,0.00245391893300391,COMPLETE
17,17,-0.08083673320669157,2023-12-21 14:42:56.488231,2023-12-21 14:44:35.026802,0 days 00:01:38.538571,True,352,5,0.005732223469424022,COMPLETE
18,18,0.7167028285720652,2023-12-21 14:44:35.027802,2023-12-21 14:46:10.106617,0 days 00:01:35.078815,True,208,4,0.0008406649597900372,COMPLETE
19,19,-0.529958516891246,2023-12-21 14:46:10.108616,2023-12-21 14:47:45.528689,0 days 00:01:35.420073,True,160,2,0.009440934840050147,COMPLETE
20,20,0.7052699665166172,2023-12-21 14:47:45.529682,2023-12-21 14:49:21.164268,0 days 00:01:35.634586,True,208,3,0.0009805367422080343,COMPLETE
21,21,0.6943826880385873,2023-12-21 14:49:21.165269,2023-12-21 14:50:56.470219,0 days 00:01:35.304950,True,224,3,0.0008704143330187515,COMPLETE
22,22,0.6850414106244549,2023-12-21 14:50:56.471219,2023-12-21 14:52:31.051076,0 days 00:01:34.579857,True,144,3,0.0015226426892461103,COMPLETE
23,23,0.7188717645959688,2023-12-21 14:52:31.052075,2023-12-21 14:54:07.935753,0 days 00:01:36.883678,True,208,4,0.0005707712528554259,COMPLETE
24,24,0.6943915053312437,2023-12-21 14:54:07.937751,2023-12-21 14:55:45.216436,0 days 00:01:37.278685,True,256,4,0.0005528473767130339,COMPLETE
25,25,0.6737801375403152,2023-12-21 14:55:45.217436,2023-12-21 14:57:27.415042,0 days 00:01:42.197606,True,512,4,0.0005004696312671207,COMPLETE
26,26,0.47775235046134296,2023-12-21 14:57:27.416042,2023-12-21 14:59:00.694151,0 days 00:01:33.278109,False,112,4,0.002521847047268512,COMPLETE
27,27,0.4177623574137727,2023-12-21 14:59:00.695151,2023-12-21 15:00:33.914788,0 days 00:01:33.219637,True,192,4,0.0003169766659668716,COMPLETE
28,28,0.7170310612913035,2023-12-21 15:00:33.916788,2023-12-21 15:02:05.762211,0 days 00:01:31.845423,True,256,4,0.0010517974541609776,COMPLETE
29,29,0.7515844347468695,2023-12-21 15:02:05.763210,2023-12-21 15:03:41.511032,0 days 00:01:35.747822,False,368,3,0.0012987241406564095,COMPLETE
30,30,0.4963143067568052,2023-12-21 15:03:41.512034,2023-12-21 15:05:17.530971,0 days 00:01:36.018937,False,400,2,0.0013413925643587104,COMPLETE
31,31,0.5480254310103401,2023-12-21 15:05:17.531970,2023-12-21 15:07:00.256792,0 days 00:01:42.724822,False,272,3,0.001153061336111647,COMPLETE
32,32,0.6835408430390982,2023-12-21 15:07:00.258299,2023-12-21 15:09:03.791007,0 days 00:02:03.532708,False,352,3,0.0008668057514452491,COMPLETE
33,33,0.39835568907039387,2023-12-21 15:09:03.792013,2023-12-21 15:10:57.951691,0 days 00:01:54.159678,False,272,4,0.00042784610410131265,COMPLETE
34,34,0.7526299242176103,2023-12-21 15:10:57.953688,2023-12-21 15:12:33.039787,0 days 00:01:35.086099,False,336,3,0.002253607476335041,COMPLETE
35,35,0.3208082080689727,2023-12-21 15:12:33.040785,2023-12-21 15:14:06.916227,0 days 00:01:33.875442,False,352,1,0.0022385341868964093,COMPLETE
36,36,0.17224336073392826,2023-12-21 15:14:06.917226,2023-12-21 15:15:43.268233,0 days 00:01:36.351007,False,416,2,0.0028530909812865754,COMPLETE
37,37,0.27097904909518794,2023-12-21 15:15:43.269232,2023-12-21 15:17:16.379317,0 days 00:01:33.110085,False,320,3,0.001928330086686933,COMPLETE
38,38,0.29031374300318996,2023-12-21 15:17:16.380317,2023-12-21 15:18:51.173330,0 days 00:01:34.793013,False,336,3,0.0035913379587386007,COMPLETE
