,number,value,datetime_start,datetime_complete,duration,params_batcher,params_hidden_dim,params_k,params_learning_rate,state
11,11,-0.5498763383682098,2023-12-06 22:06:10.251134,2023-12-06 22:07:55.312592,0 days 00:01:45.061458,True,48,2,0.00011186458075869711,COMPLETE
12,12,-0.6621975323888991,2023-12-06 22:07:55.314591,2023-12-06 22:09:30.046815,0 days 00:01:34.732224,True,256,2,0.0002241756584725961,COMPLETE
13,13,-1.1812531324600533,2023-12-06 22:09:30.048808,2023-12-06 22:11:05.670555,0 days 00:01:35.621747,True,416,2,0.0003821774102107203,COMPLETE
14,14,-0.2304006493230079,2023-12-06 22:11:05.671557,2023-12-06 22:12:30.938125,0 days 00:01:25.266568,False,16,4,8.917430528747519e-05,COMPLETE
15,15,-0.2368168414338508,2023-12-06 22:12:30.939125,2023-12-06 22:14:12.910755,0 days 00:01:41.971630,False,512,4,6.198468699757334e-05,COMPLETE
16,16,-0.2590697855510756,2023-12-06 22:14:12.912755,2023-12-06 22:15:54.241440,0 days 00:01:41.328685,False,512,4,5.048591048581841e-05,COMPLETE
17,17,-0.31596811004181213,2023-12-06 22:15:54.242439,2023-12-06 22:17:26.421193,0 days 00:01:32.178754,False,304,4,5.2687344806895925e-05,COMPLETE
18,18,-0.23909923737474575,2023-12-06 22:17:26.423189,2023-12-06 22:18:59.327024,0 days 00:01:32.903835,False,96,4,1.0236321108610725e-05,COMPLETE
19,19,-0.2505124368147476,2023-12-06 22:18:59.327961,2023-12-06 22:20:33.580096,0 days 00:01:34.252135,False,240,3,8.243805339867695e-05,COMPLETE
20,20,-0.43547052097191374,2023-12-06 22:20:33.582094,2023-12-06 22:22:07.069035,0 days 00:01:33.486941,False,160,5,3.4430397720990955e-05,COMPLETE
21,21,-0.3227400501738725,2023-12-06 22:22:07.070034,2023-12-06 22:23:34.008769,0 days 00:01:26.938735,False,80,4,1.3848171165818275e-05,COMPLETE
22,22,-0.681388712988834,2023-12-06 22:23:34.010769,2023-12-06 22:24:58.186137,0 days 00:01:24.175368,False,16,4,1.2550496778054675e-05,COMPLETE
23,23,-0.23619665587054714,2023-12-06 22:24:58.187136,2023-12-06 22:26:28.733313,0 days 00:01:30.546177,False,80,4,3.127738640368184e-05,COMPLETE
24,24,-0.5124933950765529,2023-12-06 22:26:28.735310,2023-12-06 22:27:59.407883,0 days 00:01:30.672573,False,64,3,0.00010405087803073675,COMPLETE
25,25,-0.2887714305158957,2023-12-06 22:27:59.408883,2023-12-06 22:29:28.525396,0 days 00:01:29.116513,False,144,5,2.661631349088027e-05,COMPLETE
26,26,-0.3251052726998109,2023-12-06 22:29:28.527462,2023-12-06 22:30:58.010581,0 days 00:01:29.483119,False,192,4,6.287332188567181e-05,COMPLETE
27,27,-0.2554959705345056,2023-12-06 22:30:58.011581,2023-12-06 22:32:33.136000,0 days 00:01:35.124419,False,48,3,3.3186711819531856e-05,COMPLETE
28,28,-0.22945777601703515,2023-12-06 22:32:33.138000,2023-12-06 22:34:00.313761,0 days 00:01:27.175761,False,16,4,0.00015617654190148875,COMPLETE
29,29,-0.2877221968012362,2023-12-06 22:34:00.315762,2023-12-06 22:35:26.721321,0 days 00:01:26.405559,False,16,5,0.00016100393333842985,COMPLETE
30,30,-0.3114457277496133,2023-12-06 22:35:26.722324,2023-12-06 22:36:55.357571,0 days 00:01:28.635247,False,96,4,0.000375318738237643,COMPLETE
31,31,-0.295681753052694,2023-12-06 22:36:55.359571,2023-12-06 22:38:26.918256,0 days 00:01:31.558685,False,48,4,7.971655699202677e-05,COMPLETE
32,32,-0.4687470361435748,2023-12-06 22:38:26.919211,2023-12-06 22:40:09.423187,0 days 00:01:42.503976,False,464,4,0.00013166134862313298,COMPLETE
33,33,-0.215164816210646,2023-12-06 22:40:09.424356,2023-12-06 22:41:39.454818,0 days 00:01:30.030462,False,224,5,4.653124954293301e-05,COMPLETE
34,34,-0.2230007165844654,2023-12-06 22:41:39.456802,2023-12-06 22:43:13.585146,0 days 00:01:34.128344,False,224,5,4.1503010068385e-05,COMPLETE
35,35,-0.2264150892756122,2023-12-06 22:43:13.586212,2023-12-06 22:44:58.022933,0 days 00:01:44.436721,False,224,5,4.5793651060137084e-05,COMPLETE
36,36,-0.2972968418456107,2023-12-06 22:44:58.023933,2023-12-06 22:46:35.869093,0 days 00:01:37.845160,False,208,5,2.0230987361275145e-05,COMPLETE
37,37,-0.29844221389448533,2023-12-06 22:46:35.870090,2023-12-06 22:48:07.235339,0 days 00:01:31.365249,False,288,5,4.3556362547762375e-05,COMPLETE
38,38,-0.27218941322606643,2023-12-06 22:48:07.236340,2023-12-06 22:49:40.063230,0 days 00:01:32.826890,False,224,5,1.8863317257862534e-05,COMPLETE
39,39,-0.248647200569709,2023-12-06 22:49:40.065208,2023-12-06 22:51:20.065777,0 days 00:01:40.000569,False,352,5,4.260349990016664e-05,COMPLETE
40,40,-0.2229191560242798,2023-12-06 22:51:20.067787,2023-12-06 22:52:52.798763,0 days 00:01:32.730976,False,272,5,0.0001595015979216138,COMPLETE
41,41,-0.25651314813583975,2023-12-06 22:52:52.800761,2023-12-06 22:54:23.891926,0 days 00:01:31.091165,False,288,5,0.0001769406665449219,COMPLETE
42,42,-0.29606177827121366,2023-12-06 22:54:23.893926,2023-12-06 22:55:56.419116,0 days 00:01:32.525190,False,256,5,6.863968440440238e-05,COMPLETE
43,43,-0.23708652930941665,2023-12-06 22:55:56.421179,2023-12-06 22:57:30.689501,0 days 00:01:34.268322,False,176,5,0.00011893263763185372,COMPLETE
44,44,-0.25859968175710435,2023-12-06 22:57:30.691438,2023-12-06 22:59:04.497942,0 days 00:01:33.806504,False,368,5,0.00027146355386921324,COMPLETE
45,45,-0.22478855049378632,2023-12-06 22:59:04.499940,2023-12-06 23:00:32.590547,0 days 00:01:28.090607,False,224,5,3.933433680271362e-05,COMPLETE
46,46,-0.5785189139013666,2023-12-06 23:00:32.592546,2023-12-06 23:02:03.762031,0 days 00:01:31.169485,True,224,5,2.3181143187765688e-05,COMPLETE
47,47,-0.3005375378821384,2023-12-06 23:02:03.764030,2023-12-06 23:03:37.527365,0 days 00:01:33.763335,False,272,5,4.314826937315317e-05,COMPLETE
48,48,-0.55080103085529,2023-12-06 23:03:37.529364,2023-12-06 23:05:07.407784,0 days 00:01:29.878420,True,192,5,1.8796729870982484e-05,COMPLETE
49,49,-0.20380864079395514,2023-12-06 23:05:07.409784,2023-12-06 23:06:50.539097,0 days 00:01:43.129313,False,240,5,2.9248136362925073e-05,COMPLETE
