,Unnamed: 0,epoch,train_loss,test_loss,train_r2,test_r2
0,0,1,1844678.125,27226.69921875,-6443604.354296117,-89129.99994819277
1,1,2,8566.994140625,920.22900390625,-29407.461743334363,-3011.5181093892425
2,2,3,2165.610107421875,7500.3876953125,-7557.82225877035,-24552.730736106503
3,3,4,1553.0853271484375,506.9802551269531,-5401.384435358063,-1658.6818096898216
4,4,5,413.4007263183594,8.092599868774414,-1407.055807276356,-25.492432907580064
5,5,6,174.52481079101562,20.96684837341309,-587.0047273715022,-67.63836571978662
6,6,7,81.92078399658203,37.3560791015625,-276.00783948848067,-121.29115672304962
7,7,8,35.07897186279297,18.246479034423828,-118.56811611820132,-58.73279322187
8,8,9,15.052102088928224,13.519192695617676,-50.44735963168801,-43.257256529923616
9,9,10,7.838539600372314,7.19695520401001,-25.90536526214473,-22.560394543978635
10,10,11,3.94804310798645,3.319288730621338,-12.535728298957324,-9.866227734276722
11,11,12,1.9700090885162356,1.014208197593689,-5.712113854574501,-2.320174504175301
12,12,13,0.9479793906211852,0.218327596783638,-2.2126007295212284,0.285269307610412
13,13,14,0.5126897692680359,0.2642719149589538,-0.74621705237479,0.1348631691189866
14,14,15,0.3332410454750061,0.4034236669540405,-0.1502837310043974,-0.3206725731811284
15,15,16,0.2923499643802643,0.2302025258541107,0.0002161560799411,0.2463948389582367
16,16,17,0.2119341343641281,0.175010859966278,0.2733124826412637,0.4270736280779509
17,17,18,0.1537332981824875,0.1366556584835052,0.4740846263080566,0.552635607818553
18,18,19,0.1248416528105735,0.1060351356863975,0.5749643454682968,0.6528768676619765
19,19,20,0.1049867793917656,0.1024428606033325,0.6413171940018616,0.6646367433905631
20,20,21,0.0942413210868835,0.0959463417530059,0.6775166760640654,0.6859041776987365
21,21,22,0.087021604180336,0.0854726582765579,0.7032995372231443,0.7201914377647803
22,22,23,0.0829421132802963,0.0830686762928962,0.7168946094709753,0.7280612727711211
23,23,24,0.0811432376503944,0.0830375179648399,0.72323204669899,0.7281632605568846
24,24,25,0.0809927508234977,0.0801136642694473,0.7234571328420452,0.737734972949607
25,25,26,0.077305682003498,0.0805113464593887,0.7356856399784721,0.73643311472129
26,26,27,0.077591173350811,0.0775387361645698,0.7355371158590139,0.7461644291259691
27,27,28,0.0765284970402717,0.0764864236116409,0.7384972525754065,0.7496093366753902
28,28,29,0.0741442963480949,0.0752942413091659,0.7470400462588329,0.7535121257361728
29,29,30,0.0728268474340438,0.074442334473133,0.752032981570315,0.7563010035440881
30,30,31,0.0720829293131828,0.0745540633797645,0.7542006587314952,0.7559352433890765
