,number,value,datetime_start,datetime_complete,duration,params_batcher,params_learning_rate,params_n_dim_0,params_n_dim_1,params_n_dim_2,params_n_dim_3,params_n_layers,state
34,34,-3.9484500738844224,2023-12-09 08:59:52.857260,2023-12-09 09:01:24.799294,0 days 00:01:31.942034,False,0.00332231382248966,315.0,418.0,5.0,,4,COMPLETE
35,35,-3.557335682066045,2023-12-09 09:01:24.800293,2023-12-09 09:02:56.243295,0 days 00:01:31.443002,False,0.004933739244122689,410.0,359.0,130.0,17.0,5,COMPLETE
36,36,-4.323387025800567,2023-12-09 09:02:56.246291,2023-12-09 09:04:25.467424,0 days 00:01:29.221133,True,0.002534710432964355,248.0,427.0,48.0,,4,COMPLETE
37,37,-3.096506813438048,2023-12-09 09:04:25.470423,2023-12-09 09:05:56.879310,0 days 00:01:31.408887,False,0.009703351820519525,111.0,340.0,114.0,433.0,5,COMPLETE
38,38,-3.612551001920056,2023-12-09 09:05:56.880309,2023-12-09 09:07:28.320047,0 days 00:01:31.439738,False,0.0039151522824888395,496.0,261.0,47.0,,4,COMPLETE
39,39,-3.864761849842118,2023-12-09 09:07:28.321047,2023-12-09 09:08:55.552852,0 days 00:01:27.231805,True,0.0067157964658621965,157.0,388.0,2.0,167.0,5,COMPLETE
40,40,-4.330948113503577,2023-12-09 09:08:55.554851,2023-12-09 09:10:25.636014,0 days 00:01:30.081163,False,0.0022742173055443557,60.0,473.0,,,3,COMPLETE
41,41,-1.576747889599035,2023-12-09 09:10:25.637011,2023-12-09 09:11:56.082286,0 days 00:01:30.445275,False,0.009958431006081167,211.0,394.0,76.0,1.0,5,COMPLETE
42,42,-4.940520032871427,2023-12-09 09:11:56.083290,2023-12-09 09:13:27.844788,0 days 00:01:31.761498,False,0.007636911930313789,226.0,376.0,327.0,69.0,5,COMPLETE
43,43,-3.6381971185784785,2023-12-09 09:13:27.846747,2023-12-09 09:14:59.574953,0 days 00:01:31.728206,False,0.004351919688037807,263.0,126.0,67.0,,4,COMPLETE
44,44,-3.714808848976557,2023-12-09 09:14:59.576953,2023-12-09 09:16:29.777147,0 days 00:01:30.200194,False,0.007628310611115533,196.0,263.0,39.0,2.0,5,COMPLETE
45,45,-3.259948853199655,2023-12-09 09:16:29.779831,2023-12-09 09:18:02.774922,0 days 00:01:32.995091,False,0.009918117336559428,182.0,324.0,454.0,66.0,5,COMPLETE
46,46,-3.314278274443182,2023-12-09 09:18:02.775922,2023-12-09 09:19:35.916952,0 days 00:01:33.141030,False,0.002775621109817641,218.0,470.0,184.0,461.0,5,COMPLETE
47,47,-3.3764393516141533,2023-12-09 09:19:35.917951,2023-12-09 09:21:06.924020,0 days 00:01:31.006069,False,0.0050595594814316575,304.0,384.0,32.0,,4,COMPLETE
48,48,-3.848851663178827,2023-12-09 09:21:06.926026,2023-12-09 09:22:38.827428,0 days 00:01:31.901402,False,0.0038771420365805048,327.0,10.0,72.0,469.0,5,COMPLETE
49,49,-5.461334668329734,2023-12-09 09:22:38.830426,2023-12-09 09:24:09.322172,0 days 00:01:30.491746,True,0.007125637286174282,,,,,1,COMPLETE
