config_id,epoch,train_loss,val_loss,test_loss,train_mse,train_msa,train_explained_variance,train_r2,val_mse,val_msa,val_explained_variance,val_r2,test_mse,test_msa,test_explained_variance,test_r2
etnn,1,4076.548095703125,4084.003173828125,0.,4075.992919921875,63.60581970214844,1.531839370727539e-05,-133.55395299758388,4084.00341796875,63.66975021362305,0.0,-134.38521470306048,0.,0.,0.,0.
etnn,2,4074.80419921875,4083.111572265625,0.,4075.102783203125,63.598819732666016,-4.887580871582031e-06,-133.52457063016848,4083.112060546875,63.662750244140625,6.556510925292969e-07,-134.35565947688335,0.,0.,0.,0.
etnn,3,4074.17578125,4082.220703125,0.,4074.2119140625,63.591819763183594,4.470348358154297e-06,-133.49516310013337,4082.220703125,63.6557502746582,0.0,-134.32612308109861,0.,0.,0.,0.
etnn,4,4073.06689453125,4081.330078125,0.,4073.322021484375,63.58481979370117,6.794929504394531e-06,-133.46578283046642,4081.330078125,63.64875411987305,-4.76837158203125e-07,-134.2965896771341,0.,0.,0.,0.
etnn,5,4073.023681640625,4080.438720703125,0.,4072.432373046875,63.57781982421875,-9.417533874511719e-06,-133.4364089657253,4080.438720703125,63.641754150390625,0.0,-134.2670443571462,0.,0.,0.,0.
etnn,6,4071.52392578125,4079.5478515625,0.,4071.542236328125,63.57081985473633,-8.106231689453125e-06,-133.40703185879988,4079.548095703125,63.63475036621094,-4.76837158203125e-07,-134.23751752763246,0.,0.,0.,0.
etnn,7,4070.30859375,4078.65771484375,0.,4070.65234375,63.56382751464844,3.2186508178710938e-06,-133.3776508050678,4078.6572265625,63.62776184082031,-4.76837158203125e-07,-134.20800240371648,0.,0.,0.,0.
etnn,8,4070.375244140625,4077.766845703125,0.,4069.762451171875,63.556827545166016,6.198883056640625e-06,-133.3482768286463,4077.7666015625,63.62076187133789,7.152557373046875e-07,-134.17847475678022,0.,0.,0.,0.
etnn,9,4069.778564453125,4076.876220703125,0.,4068.872802734375,63.54983139038086,1.1444091796875e-05,-133.31891243370828,4076.876220703125,63.61376190185547,0.0,-134.14895795485506,0.,0.,0.,0.
etnn,10,4067.818359375,4075.986328125,0.,4067.98388671875,63.54283142089844,1.7881393432617188e-06,-133.28956225556638,4075.986328125,63.60676574707031,0.0,-134.11945254828484,0.,0.,0.,0.
etnn,11,4066.96142578125,4075.09619140625,0.,4067.094970703125,63.535831451416016,-5.7220458984375e-06,-133.2602170120795,4075.096435546875,63.59976577758789,-4.76837158203125e-07,-134.08994199707877,0.,0.,0.,0.
etnn,12,4066.20361328125,4074.206298828125,0.,4066.205810546875,63.528839111328125,-4.410743713378906e-06,-133.23086474885153,4074.206298828125,63.592769622802734,-4.76837158203125e-07,-134.06044307323532,0.,0.,0.,0.
etnn,13,4065.04345703125,4073.316650390625,0.,4065.31689453125,63.5218391418457,-2.1457672119140625e-06,-133.20151974369517,4073.316650390625,63.585777282714844,-4.76837158203125e-07,-134.03094746494378,0.,0.,0.,0.
etnn,14,4064.623291015625,4072.426513671875,0.,4064.427978515625,63.51484298706055,-1.3113021850585938e-06,-133.17217931405307,4072.427001953125,63.57877731323242,-4.76837158203125e-07,-134.00145498875617,0.,0.,0.,0.
etnn,15,4063.531982421875,4071.537353515625,0.,4063.539306640625,63.50784683227539,6.079673767089844e-06,-133.14284072065675,4071.53759765625,63.571781158447266,0.0,-133.97197411295355,0.,0.,0.,0.
etnn,16,4063.731201171875,4070.64794921875,0.,4062.650634765625,63.5008544921875,1.9788742065429688e-05,-133.11349815174398,4070.64794921875,63.56479263305664,5.960464477539063e-08,-133.94248811139943,0.,0.,0.,0.
